Annotation,Location
N,165459
V,165589
N,165895
N,166112
N,166327
V,166455
N,166756
N,166975
N,167200
V,167330
N,167638
N,167859
N,168084
V,168218
N,168530
N,168749
N,168964
V,169110
N,169388
N,169611
N,169831
V,169976
N,170252
N,170465
N,170681
V,170828
N,171109
N,171321
N,171533
V,171682
N,171953
N,172169
N,172388
V,172516
N,172807
N,173023
N,173245
V,173391
N,173667
N,173880
N,174091
V,174238
N,174513
N,174730
N,174939
V,175083
N,175356
N,175572
N,175791
V,175934
N,176207
N,176421
N,176637
V,176769
N,177061
N,177282
V,177453
V,177637
N,177915
V,178048
N,178350
N,178567
N,178776
N,178988
N,179197
V,179346
N,179623
N,179833
N,180044
V,180188
N,180467
N,180687
N,180900
V,181047
N,181317
N,181536
N,181747
V,181879
N,182177
N,182389
N,182597
V,182747
N,183028
N,183238
N,183449
V,183592
N,183867
N,184076
N,184292
V,184430
V,184568
N,184903
N,185120
N,185340
V,185476
N,185770
N,185984
N,186197
V,186332
N,186621
N,186840
N,187056
V,187188
N,187481
N,187701
N,187920
V,188050
N,188342
N,188561
N,188777
V,188904
N,189199
N,189423
N,189636
N,189849
N,190061
N,190282
V,190413
N,190707
N,190918
N,191130
V,191265
N,191559
N,191777
N,191989
V,192123
N,192410
N,192631
N,192849
V,192978
N,193273
V,193470
N,193705
N,193923
N,194140
V,194315
N,194569
N,194781
N,194998
V,195178
V,195405
N,195644
N,195856
N,196069
N,196277
N,196494
V,196640
N,196917
N,197129
N,197343
N,197559
N,197774
V,197907
N,198190
N,198402
N,198614
V,198741
N,199040
N,199261
N,199469
V,199613
N,199891
N,200114
N,200326
V,200500
N,200747
N,200951
N,201160
V,201333
N,201582
N,201791
N,201999
V,202182
N,202415
N,202636
N,202846
V,203032
V,203240
N,203478
N,203689
N,203902
N,204120
N,204331
V,204479
N,204748
V,204956
V,205096
N,205398
N,205613
N,205825
V,205974
N,206254
N,206476
N,206693
V,206822
N,207122
V,207300
N,207569
N,207791
N,208002
V,208168
N,208433
N,208652
N,208870
V,209040
N,209302
N,209516
N,209731
V,209910
N,210165
N,210383
N,210595
V,210770
N,211025
N,211250
N,211470
+,211590
V,211644
V,211851
V,211988
+,212250
N,212331
V,212498
N,212770
N,212989
N,213206
N,213418
N,213632
V,213777
N,214055
N,214272
N,214483
N,214703
N,214920
V,215053
N,215340
N,215556
N,215772
V,215902
N,216205
N,216424
N,216639
V,216780
N,217067
N,217293
N,217505
V,217650
N,217923
N,218141
N,218347
V,218496
N,218773
N,218988
N,219197
V,219370
N,219626
N,219841
V,219972
N,220265
N,220484
N,220699
N,220916
N,221130
V,221275
N,221558
N,221772
N,221987
N,222203
N,222415
N,222618
V,222765
V,222925
N,223252
V,223423
N,223683
N,223899
N,224106
V,224270
V,224407
N,224742
N,224961
N,225173
N,225382
N,225592
V,225745
N,226019
V,226221
V,226351
N,226648
+,226721
V,226795
N,227077
V,227230
N,227499
V,227695
N,227927
V,228056
+,228204
N,228352
N,228569
N,228785
V,228914
N,229209
F,229415
N,229641
N,229853
N,230063
N,230273
N,230479
N,230692
N,230907
V,231073
V,231236
N,231526
V,231667
N,231962
V,232128
N,232383
N,232598
V,232731
N,233026
V,233156
N,233466
N,233683
N,233893
N,234108
N,234331
V,234488
N,234755
N,234969
N,235181
V,235343
N,235603
N,235824
N,236035
V,236205
N,236458
N,236677
N,236895
V,237069
N,237320
N,237534
V,237681
N,237964
N,238184
N,238397
N,238614
N,238819
N,239029
N,239246
N,239456
N,239667
N,239872
N,240078
V,240236
N,240496
N,240710
V,240852
N,241127
V,241298
N,241554
N,241772
V,241915
N,242192
N,242406
N,242617
N,242826
N,243040
N,243253
N,243461
V,243627
N,243874
N,244090
+,244160
V,244231
N,244505
V,244644
N,244920
V,245065
N,245342
V,245506
+,245635
N,245764
N,245974
+,246037
V,246100
N,246391
V,246540
N,246817
V,246960
N,247233
V,247401
+,247525
N,247649
N,247862
+,247935
V,248008
N,248279
V,248426
N,248668
V,248812
N,249093
V,249283
+,249394
N,249506
N,249716
V,249862
N,250136
V,250329
N,250566
N,250777
N,250984
V,251147
N,251414
N,251632
N,251846
N,252057
N,252268
N,252478
V,252626
N,252901
V,253062
N,253324
N,253539
N,253752
V,253930
V,254088
N,254379
V,254536
N,254802
N,255018
V,255164
N,255442
N,255655
N,255865
N,256077
N,256294
V,256438
N,256714
V,256880
N,257126
N,257342
N,257558
V,257733
|,257800
N,257984
N,258203
N,258414
V,258591
N,258848
N,259065
N,259276
V,259448
N,259702
N,259917
N,260131
V,260303
N,260549
N,260755
V,260900
|,261100
N,261182
N,261389
N,261594
N,261801
N,262011
N,262218
V,262359
N,262643
V,262810
N,263060
N,263269
V,263413
N,263700
N,263912
N,264116
V,264265
N,264539
N,264752
N,264965
V,265138
N,265393
N,265603
V,265742
N,266036
N,266254
N,266469
V,266610
N,266898
N,267114
N,267331
V,267480
N,267760
N,267978
N,268192
V,268328
N,268631
N,268851
N,269060
V,269206
N,269485
N,269702
N,269917
V,270065
N,270339
N,270548
N,270760
V,270909
N,271184
N,271399
N,271610
V,271799
N,272034
N,272254
V,272400
N,272684
N,272900
N,273113
N,273331
N,273545
N,273761
N,273968
V,274128
N,274387
N,274600
N,274813
V,274980
N,275237
N,275445
V,275574
N,275881
N,276093
N,276307
N,276519
N,276733
N,276944
N,277160
V,277350
N,277585
N,277794
V,277934
N,278223
V,278403
N,278645
N,278848
V,278991
N,279264
N,279476
N,279685
N,279899
N,280109
N,280314
N,280528
N,280746
N,280959
N,281168
N,281375
N,281585
N,281792
N,282003
N,282213
N,282419
N,282624
N,282827
N,283033
N,283245
V,283443
V,283547
N,283858
V,284012
N,284278
N,284491
N,284706
V,284889
V,285059
N,285328
N,285545
N,285757
N,285975
N,286183
V,286322
N,286596
N,286806
N,287011
V,287160
N,287419
N,287625
N,287836
N,288051
N,288256
V,288399
N,288673
N,288883
N,289089
N,289301
N,289515
N,289719
N,289924
N,290128
N,290337
N,290548
V,290691
N,290956
N,291163
N,291369
N,291570
N,291775
N,291988
N,292189
+,292260
V,292331
N,292598
V,292789
N,293023
V,293212
+,293323
N,293434
N,293641
N,293856
V,294049
N,294276
N,294488
V,294614
N,294902
N,295114
N,295331
N,295539
N,295749
N,295951
N,296161
V,296351
N,296579
N,296793
V,296936
N,297211
N,297422
N,297635
N,297852
N,298065
V,298206
N,298483
N,298698
N,298911
V,299061
N,299340
N,299549
N,299758
+,299832
V,299906
N,300177
V,300321
N,300603
V,300760
+,300890
N,301021
N,301235
V,301366
V,301541
N,301875
N,302091
N,302297
V,302442
N,302726
N,302940
N,303148
N,303357
N,303569
V,303695
N,303988
N,304205
N,304410
N,304614
N,304822
N,305032
+,305133
V,305235
N,305455
V,305591
N,305863
V,306035
N,306279
V,306417
N,306704
V,306856
+,306985
N,307115
N,307326
+,307400
V,307474
N,307749
V,307892
N,308165
V,308321
+,308451
N,308581
N,308796
N,309007
V,309177
N,309427
F,309628
+,309702
V,309777
N,310061
V,310207
N,310477
V,310624
N,310896
V,311062
+,311190
N,311319
N,311535
V,311678
N,311951
V,312140
N,312378
N,312593
+,312664
V,312736
N,313008
V,313152
N,313431
V,313582
+,313722
N,313862
N,314077
V,314219
N,314495
V,314690
N,314927
N,315141
+,315213
V,315286
N,315562
V,315706
N,315986
V,316137
N,316420
V,316564
+,316702
N,316841
N,317055
N,317272
V,317444
N,317697
N,317909
N,318118
V,318290
N,318538
N,318749
V,318893
N,319161
V,319302
N,319585
N,319809
N,320017
N,320229
N,320439
V,320572
N,320857
N,321073
N,321289
V,321434
N,321702
N,321915
N,322133
V,322301
N,322550
N,322759
N,322968
V,323138
V,323317
N,323602
V,323775
N,324027
N,324235
N,324444
V,324619
N,324864
N,325071
N,325275
V,325442
N,325684
N,325890
V,326036
N,326300
V,326490
N,326713
N,326923
V,327070
N,327340
V,327501
N,327746
N,327961
N,328168
N,328381
N,328591
N,328795
N,329001
N,329204
N,329417
N,329624
N,329831
N,330032
N,330233
N,330438
N,330641
N,330848
V,330996
N,331253
N,331456
N,331660
V,331796
N,332070
V,332215
N,332480
N,332686
N,332889
V,333025
N,333302
V,333451
N,333710
N,333911
N,334116
N,334326
N,334528
V,334655
N,334927
V,335056
N,335332
N,335538
N,335747
N,335952
N,336156
N,336353
N,336562
N,336776
N,336981
N,337186
N,337388
N,337593
V,337743
N,338001
N,338207
N,338411
V,338546
N,338814
N,339020
N,339230
V,339372
N,339637
N,339840
N,340045
N,340247
N,340455
N,340659
N,340866
F,341070
N,341274
N,341481
V,341612
N,341894
N,342097
N,342297
N,342499
N,342702
N,342909
N,343109
N,343314
N,343517
N,343715
N,343918
N,344123
N,344325
N,344528
N,344727
N,344927
N,345128
V,345272
N,345538
N,345745
N,345949
N,346149
N,346351
N,346559
N,346761
N,346965
N,347166
N,347367
V,347514
N,347771
V,347916
N,348184
V,348331
V,348442
N,348779
N,348996
N,349201
N,349408
N,349613
N,349819
N,350026
N,350236
N,350446
N,350653
N,350859
N,351062
N,351271
N,351487
N,351691
V,351830
N,352097
V,352265
N,352514
N,352727
N,352943
N,353148
V,353293
N,353555
V,353756
N,353985
N,354195
V,354333
N,354602
V,354777
V,354902
N,355224
N,355440
N,355648
V,355788
N,356061
V,356238
N,356488
N,356701
V,356839
N,357113
V,357299
N,357539
N,357755
V,357895
N,358170
V,358312
N,358594
N,358813
N,359024
N,359232
N,359440
+,359507
V,359575
N,359858
V,360003
N,360290
V,360441
+,360575
N,360709
N,360924
N,361142
V,361300
N,361561
N,361772
N,361980
V,362139
N,362398
N,362616
V,362757
N,363031
V,363171
N,363456
N,363674
N,363881
V,364022
N,364294
N,364511
N,364716
V,364863
N,365140
N,365349
N,365554
V,365685
N,365977
N,366188
N,366397
V,366524
N,366809
N,367022
N,367234
N,367446
N,367656
V,367803
N,368068
N,368281
N,368497
N,368707
N,368913
V,369057
N,369324
V,369478
N,369738
N,369949
N,370156
N,370362
N,370570
V,370717
N,370993
N,371205
N,371406
A,371558
N,371797
N,372007
V,372153
N,372425
V,372577
N,372841
N,373054
N,373264
V,373419
N,373678
N,373883
N,374088
V,374248
N,374500
N,374711
N,374919
V,375089
N,375323
N,375532
V,375677
N,375949
N,376161
N,376364
N,376569
N,376774
V,376916
N,377192
V,377357
N,377609
N,377811
V,377952
N,378225
V,378409
N,378636
N,378840
V,378982
N,379248
V,379420
N,379660
N,379867
V,379996
N,380273
V,380418
N,380699
N,380907
N,381112
N,381321
N,381529
V,381673
N,381941
N,382156
N,382361
V,382513
N,382769
N,382982
N,383195
N,383403
N,383606
V,383737
N,383988
N,384201
N,384413
N,384629
N,384836
V,384984
N,385249
V,385407
N,385678
N,385893
N,386099
N,386304
N,386515
N,386724
N,386935
N,387142
V,387286
N,387532
V,387718
N,387962
N,388173
N,388384
V,388539
V,388672
N,389002
V,389172
N,389436
N,389646
N,389857
N,390068
N,390283
V,390432
N,390702
N,390909
N,391117
A,391265
N,391501
N,391719
N,391935
V,392086
N,392349
N,392561
N,392781
V,392945
N,393204
N,393417
N,393626
V,393789
N,394044
N,394262
A,394401
N,394644
N,394852
N,395064
N,395281
N,395485
N,395691
V,395834
N,396102
N,396311
N,396520
V,396673
N,396938
N,397151
V,397256
N,397570
N,397787
N,397999
+,398071
V,398143
N,398408
V,398555
N,398833
V,398988
+,399121
N,399255
N,399467
N,399672
N,399881
N,400095
V,400237
N,400512
N,400722
N,400929
N,401136
N,401349
N,401563
N,401768
N,401977
N,402179
V,402324
N,402597
N,402807
N,403012
N,403215
N,403422
V,403562
N,403831
N,404044
N,404246
N,404449
N,404654
N,404866
N,405077
N,405284
N,405485
V,405633
N,405899
V,406078
N,406316
N,406531
N,406737
N,406940
V,407102
V,407280
N,407572
V,407745
N,407987
V,408166
N,408402
N,408613
V,408755
N,409034
V,409217
N,409449
N,409662
N,409878
N,410086
N,410295
N,410504
V,410645
N,410917
V,411084
N,411341
N,411555
N,411764
N,411970
N,412179
V,412329
N,412599
N,412806
N,413012
N,413225
N,413433
V,413580
V,413749
N,414057
V,414213
N,414475
N,414691
N,414903
N,415112
N,415317
N,415523
V,415672
N,415943
V,416123
N,416365
N,416575
N,416780
V,416935
V,417072
N,417397
V,417562
N,417817
N,418027
V,418168
N,418441
V,418629
N,418864
N,419072
V,419214
N,419488
V,419680
V,419820
N,420116
N,420327
N,420539
V,420732
N,420958
N,421173
V,421310
N,421580
V,421764
N,422011
N,422222
+,422293
V,422364
N,422633
V,422818
N,423049
V,423213
+,423342
N,423472
N,423682
V,423827
N,424092
N,424307
N,424525
V,424670
N,424937
N,425148
N,425363
V,425504
N,425778
N,425998
N,426207
V,426352
N,426623
N,426844
N,427056
V,427203
N,427477
N,427689
N,427901
V,428048
N,428332
N,428543
N,428754
V,428899
N,429177
N,429397
N,429606
V,429748
N,430014
V,430200
N,430436
N,430652
N,430861
V,431014
N,431273
N,431484
N,431698
N,431902
N,432114
N,432320
N,432526
N,432730
N,432939
N,433151
N,433356
N,433563
N,433764
N,433973
N,434184
N,434388
N,434592
N,434796
N,435005
N,435208
V,435355
N,435626
N,435835
N,436046
V,436188
N,436468
V,436625
N,436901
N,437110
N,437320
N,437537
V,437704
N,437958
N,438173
N,438382
V,438530
N,438794
N,439015
N,439227
N,439440
N,439644
V,439786
N,440064
N,440285
N,440494
V,440639
N,440912
N,441121
N,441333
V,441484
N,441757
V,441941
N,442177
N,442392
N,442600
N,442812
V,442961
N,443233
N,443447
N,443659
V,443806
N,444084
N,444301
N,444509
V,444652
N,444931
V,445105
N,445369
N,445584
N,445796
V,445944
V,446148
N,446440
V,446586
V,446732
N,447056
N,447274
N,447486
N,447701
N,447918
V,448060
N,448330
N,448545
N,448766
V,448911
N,449191
N,449409
N,449623
V,449768
N,450048
N,450271
N,450484
V,450616
N,450907
N,451110
N,451336
N,451546
N,451750
N,451958
N,452174
N,452385
N,452595
V,452747
N,453020
N,453232
N,453446
V,453582
N,453882
N,454100
N,454310
V,454435
N,454737
N,454958
N,455180
N,455392
N,455606
N,455820
N,456039
V,456184
N,456467
N,456682
N,456894
V,457037
N,457328
N,457552
N,457767
V,457911
N,458199
N,458427
N,458647
V,458792
N,459076
N,459291
N,459507
V,459651
N,459943
N,460160
N,460376
V,460516
N,460806
N,461031
N,461248
V,461392
N,461675
N,461891
N,462108
V,462237
N,462543
N,462760
N,462970
V,463119
N,463406
N,463618
N,463824
V,463969
N,464248
N,464462
N,464674
V,464825
N,465101
N,465315
N,465527
V,465678
N,465958
N,466173
N,466384
V,466527
N,466810
N,467028
N,467247
V,467388
N,467668
N,467881
N,468097
V,468250
N,468525
N,468735
N,468944
V,469097
N,469369
N,469586
N,469797
V,469946
N,470218
N,470435
N,470652
V,470798
N,471078
N,471291
N,471502
V,471647
N,471923
N,472144
N,472351
V,472500
N,472770
N,472990
N,473202
V,473355
N,473622
N,473836
N,474046
V,474240
N,474476
N,474690
N,474900
V,475087
V,475217
N,475544
V,475674
N,475964
N,476180
N,476392
V,476577
N,476812
N,477031
N,477239
V,477410
V,477556
N,477869
V,478034
N,478295
N,478497
N,478704
N,478912
N,479119
V,479267
N,479538
N,479750
N,479953
V,480152
V,480291
N,480582
V,480737
N,480992
V,481185
N,481401
N,481608
N,481810
V,481986
N,482218
N,482416
N,482619
V,482800
V,482948
N,483229
N,483430
N,483630
N,483830
V,484007
V,484157
N,484446
N,484652
V,484818
N,485053
N,485261
+,485343
V,485406
V,485582
V,485722
+,485991
N,486056
V,486227
V,486385
N,486675
+,486760
V,486823
V,487044
V,487200
+,487422
N,487495
V,487658
N,487917
N,488124
N,488327
N,488531
V,488672
N,488940
V,489153
V,489313
N,489560
N,489767
N,489976
V,490166
N,490391
N,490591
V,490739
N,491000
N,491205
N,491412
V,491563
N,491826
N,492031
N,492237
+,492319
V,492386
V,492594
V,492720
+,492965
N,493052
N,493266
N,493476
V,493618
N,493894
V,494063
N,494317
N,494524
N,494731
N,494947
N,495155
N,495364
N,495569
N,495776
V,495920
N,496193
N,496412
N,496621
V,496768
N,497038
N,497256
N,497470
V,497617
N,497884
N,498095
N,498306
V,498453
N,498729
N,498942
N,499150
V,499293
N,499562
N,499781
N,499988
V,500136
N,500405
N,500618
N,500827
V,500979
N,501260
N,501473
N,501682
V,501829
N,502110
N,502330
N,502543
V,502686
N,502958
N,503172
N,503385
V,503529
N,503807
N,504019
N,504225
V,504371
N,504653
N,504866
N,505075
V,505221
N,505495
N,505706
N,505918
V,506070
N,506345
N,506558
N,506767
V,506918
N,507201
N,507416
N,507621
V,507785
N,508037
N,508247
N,508455
N,508667
N,508878
N,509084
N,509296
N,509516
N,509726
N,509937
N,510145
N,510359
N,510569
N,510782
+,510856
V,510931
N,511203
V,511375
N,511628
V,511776
N,512057
V,512248
+,512367
N,512487
N,512704
N,512919
V,513102
N,513355
N,513573
N,513788
V,513965
N,514214
N,514436
N,514650
V,514818
N,515068
N,515283
N,515493
V,515666
N,515926
N,516138
N,516346
V,516513
V,516659
N,516992
V,517140
N,517423
N,517644
N,517860
V,518007
N,518305
V,518501
N,518741
N,518961
N,519185
N,519404
N,519621
N,519831
N,520048
N,520259
N,520476
V,520623
N,520906
N,521119
N,521326
V,521473
N,521759
V,521959
N,522184
N,522397
N,522612
V,522773
N,523038
N,523253
N,523464
V,523624
N,523886
N,524106
N,524317
V,524486
V,524640
N,524944
V,525087
N,525368
V,525513
N,525794
V,525940
V,526129
N,526440
N,526661
N,526878
V,527018
N,527303
V,527499
N,527733
N,527949
N,528158
V,528323
N,528579
N,528798
N,529013
V,529195
N,529430
N,529645
N,529856
V,530039
N,530281
N,530498
N,530708
V,530890
V,531035
N,531342
V,531491
V,531677
N,531978
N,532193
V,532333
N,532608
V,532802
N,533037
N,533247
N,533454
V,533618
N,533881
N,534095
V,534231
N,534510
N,534727
N,534944
V,535084
N,535367
N,535584
N,535796
V,535941
N,536226
N,536443
N,536653
V,536798
N,537076
N,537293
N,537508
V,537639
N,537933
N,538146
N,538357
V,538504
N,538785
N,539003
N,539212
V,539351
N,539626
N,539847
N,540063
V,540209
N,540481
N,540693
N,540905
V,541057
N,541330
N,541543
N,541753
V,541899
N,542170
N,542383
N,542599
V,542742
N,543014
N,543228
N,543446
V,543591
N,543864
N,544079
N,544289
V,544437
N,544710
N,544929
N,545140
V,545287
N,545555
N,545773
N,545993
V,546135
N,546407
N,546619
N,546834
V,546974
N,547255
N,547476
N,547680
V,547824
N,548090
N,548310
N,548522
V,548671
N,548938
N,549151
N,549362
+,549437
V,549512
N,549782
V,549929
N,550206
V,550364
+,550493
N,550622
N,550837
N,551045
N,551250
N,551456
N,551667
N,551874
N,552087
V,552237
N,552507
V,552709
V,552844
N,553153
N,553372
N,553591
V,553718
N,554014
N,554229
N,554449
V,554596
N,554880
N,555096
N,555306
V,555456
N,555740
N,555955
N,556163
V,556307
N,556587
N,556806
N,557027
V,557174
N,557460
N,557675
N,557897
V,558047
N,558331
N,558546
N,558760
V,558891
N,559184
N,559402
N,559617
V,559743
N,560034
N,560250
N,560471
V,560599
N,560897
N,561112
N,561330
V,561473
N,561755
N,561975
N,562189
V,562333
N,562613
N,562837
N,563054
V,563187
N,563476
N,563691
N,563903
V,564036
N,564341
N,564554
N,564765
V,564893
N,565187
N,565403
N,565618
V,565758
N,566038
N,566256
N,566474
V,566620
N,566903
N,567120
N,567330
V,567476
N,567763
N,567978
N,568183
V,568330
N,568598
N,568806
N,569021
V,569173
N,569441
N,569648
N,569858
V,570057
N,570288
N,570502
V,570628
N,570922
N,571133
N,571346
V,571489
N,571768
N,571980
N,572182
V,572326
N,572609
N,572824
N,573026
V,573170
N,573444
N,573651
N,573864
V,573995
N,574289
N,574498
N,574710
V,574859
N,575142
N,575357
N,575563
V,575705
N,575982
