Annotation,Location
~,141231
A,141362
A,141623
A,141887
A,142158
R,143183
R,143592
A,143844
A,144108
A,144368
R,145059
A,145310
A,145579
R,146231
A,146472
A,146735
A,147003
A,147278
~,147329
A,147539
A,147803
A,148063
~,148235
A,148330
A,148601
A,148866
R,149556
A,149802
A,150066
R,150783
A,151028
A,151293
A,151563
A,151833
A,152095
R,153029
R,153472
A,153722
A,153982
R,154652
A,154908
A,155175
A,155435
A,155697
R,156364
A,156613
A,156883
R,157545
A,157788
A,158055
A,158317
A,158579
A,158839
A,159099
R,159632
A,159884
A,160156
A,160419
A,160679
A,160944
R,161692
A,161931
A,162197
A,162461
A,162725
R,163357
A,163607
A,163868
A,164133
A,164408
A,164673
A,164939
R,165583
A,165827
A,166102
A,166369
R,167348
R,167828
A,168079
A,168339
R,169003
A,169256
A,169531
R,170193
A,170442
A,170713
A,170972
R,171589
A,171832
A,172096
A,172359
R,173083
A,173328
A,173596
A,173866
A,174132
A,174391
R,175093
A,175328
A,175597
A,175860
A,176122
A,176385
A,176642
R,177302
A,177544
A,177795
R,178451
A,178697
A,178964
A,179217
A,179476
A,179728
A,179990
A,180255
A,180516
R,181221
A,181469
A,181726
A,181988
A,182261
A,182520
A,182780
A,183041
R,183636
A,183887
A,184152
A,184412
A,184678
R,185329
A,185573
A,185843
R,186551
A,186796
R,187435
A,187688
A,187950
A,188213
A,188481
A,188743
A,189005
R,189552
A,189802
A,190073
R,190751
A,190998
R,191614
A,191863
A,192128
A,192381
A,192644
A,192912
A,193171
R,193704
A,193945
A,194210
R,194875
A,195122
A,195390
R,196094
A,196344
A,196609
A,196870
A,197131
R,197773
A,198031
A,198298
A,198562
A,198826
R,199488
A,199742
A,200005
A,200265
R,200806
A,201050
A,201319
A,201584
A,201843
A,202107
R,202878
A,203124
A,203395
A,203664
A,203931
A,204197
R,204906
A,205150
A,205423
R,206132
A,206383
A,206650
A,206911
A,207177
R,207851
R,208100
A,208371
A,208637
R,209198
A,209438
A,209710
A,209975
R,210664
A,210913
A,211183
A,211439
A,211707
A,211978
A,212245
A,212517
A,212788
A,213060
A,213329
R,214056
A,214307
A,214578
A,214847
A,215127
R,215791
A,216051
A,216331
A,216597
R,217164
A,217411
A,217684
A,217954
A,218227
R,218782
A,219026
A,219303
A,219573
A,219846
R,220528
A,220783
A,221058
A,221331
R,221900
A,222147
A,222421
A,222694
A,222963
A,223234
A,223512
R,224261
A,224522
A,224798
R,225486
A,225739
A,226007
R,226697
A,226941
A,227202
R,227885
A,228131
A,228397
A,228657
A,228928
R,230038
R,230540
A,230800
A,231076
A,231348
A,231613
A,231885
A,232159
A,232430
R,233542
R,234031
A,234285
A,234557
R,235243
A,235490
A,235765
A,236037
A,236301
R,236936
A,237196
A,237473
A,237741
R,238277
A,238528
A,238803
A,239074
A,239342
R,239994
A,240250
A,240527
A,240791
A,241054
R,241693
A,241953
A,242230
A,242499
A,242770
A,243036
A,243307
A,243583
~,243896
R,244261
A,244508
A,244782
A,245040
A,245308
A,245572
A,245833
A,246099
A,246360
A,246638
A,246898
A,247177
A,247420
A,247683
A,247947
A,248205
A,248465
A,248729
~,248905
A,248981
A,249236
A,249498
A,249773
A,250045
A,250309
A,250569
A,250831
A,251099
A,251362
A,251628
A,251901
A,252171
A,252439
~,252568
A,252707
A,252983
A,253255
A,253526
A,253793
R,254383
~,254492
A,254631
R,255200
A,255447
A,255715
A,255980
~,256132
A,256253
A,256515
A,256782
R,257419
A,257659
A,257930
A,258198
A,258461
A,258731
A,258994
A,259265
A,259543
A,259812
A,260082
A,260348
A,260623
R,261270
A,261514
A,261777
R,262418
A,262675
A,262943
A,263203
R,263860
~,263913
A,264100
A,264367
A,264636
A,264898
A,265164
A,265429
R,266080
A,266327
A,266594
R,267216
A,267466
R,268107
A,268355
~,268556
A,268623
R,269283
A,269525
A,269787
R,270451
A,270699
A,270972
A,271228
A,271487
R,272198
A,272440
A,272703
A,272962
A,273221
A,273481
A,273748
A,274019
A,274279
R,274964
A,275217
A,275486
R,276145
A,276396
A,276660
A,276927
R,277700
A,277946
A,278215
R,278866
A,279104
A,279371
R,280031
A,280279
A,280547
R,281224
A,281474
A,281747
A,282013
R,282696
A,282941
A,283212
R,283870
A,284112
A,284371
R,285051
A,285296
A,285562
R,286230
A,286478
A,286746
A,287003
A,287260
A,287520
A,287788
A,288058
A,288325
A,288585
A,288851
A,289122
A,289389
A,289656
A,289932
R,290615
A,290869
A,291147
A,291413
A,291679
R,292350
A,292600
A,292872
R,293603
A,293849
A,294126
R,294840
A,295090
A,295362
R,296051
A,296298
A,296565
R,297243
A,297501
A,297769
A,298028
R,298840
A,299087
A,299360
R,300042
A,300287
A,300560
R,301235
A,301481
A,301744
A,302001
R,302652
A,302900
A,303166
R,303838
A,304080
A,304345
R,305051
A,305295
A,305562
A,305827
A,306088
R,306746
A,306995
A,307267
A,307531
A,307793
A,308059
A,308320
A,308590
R,309091
A,309334
A,309599
R,310276
A,310528
R,311193
A,311440
A,311713
R,312411
A,312656
A,312921
A,313190
A,313455
A,313719
A,313975
R,314706
R,315684
R,316084
~,316208
A,316342
A,316551
A,316852
~,316968
A,317105
A,317364
R,318060
A,318307
A,318568
A,318826
R,319722
R,320210
A,320460
A,320727
A,320985
A,321251
A,321521
A,321784
A,322049
A,322309
A,322580
R,323717
R,324161
A,324418
A,324692
A,324954
A,325217
A,325481
A,325750
R,326380
A,326620
A,326888
R,327584
A,327841
A,328110
A,328375
R,329343
R,329863
A,330111
A,330378
A,330643
A,330906
A,331170
A,331433
R,332112
A,332362
A,332630
R,333321
A,333565
A,333834
A,334103
A,334363
A,334628
R,335292
A,335547
A,335821
A,336083
A,336346
A,336617
A,336883
R,337470
A,337715
A,337981
A,338248
R,339212
R,339630
A,339882
A,340151
R,340847
A,341091
A,341358
A,341632
A,341904
A,342170
A,342433
A,342699
A,342970
R,344483
R,344941
A,345188
A,345456
A,345718
A,345983
A,346249
A,346520
A,346792
R,347906
R,348357
A,348608
A,348870
R,349575
A,349825
A,350096
A,350361
A,350630
A,350902
A,351176
A,351447
A,351715
R,352500
R,353976
R,354423
A,354675
A,354938
A,355198
A,355467
A,355730
A,355997
A,356266
A,356534
A,356799
A,357060
R,358242
R,358690
A,358938
A,359208
R,359864
A,360106
A,360371
A,360639
A,360902
A,361165
A,361425
R,362058
A,362309
A,362578
A,362847
A,363117
R,363877
R,364404
A,364647
A,364919
A,365183
A,365447
A,365716
A,365983
R,367024
R,367436
A,367690
A,367957
A,368227
A,368491
A,368760
A,369034
A,369298
R,370164
R,371137
R,371596
A,371851
A,372125
A,372385
A,372651
A,372912
A,373180
R,373717
A,373961
A,374227
R,374880
A,375132
A,375405
A,375665
R,376348
A,376602
A,376874
A,377137
A,377402
A,377672
A,377934
A,378206
A,378481
R,380595
R,381024
A,381283
A,381559
A,381821
A,382088
A,382348
A,382620
A,382896
A,383161
A,383426
A,383694
A,383963
R,384959
R,385498
A,385753
A,386026
A,386293
A,386560
A,386819
A,387080
A,387347
A,387619
R,388337
R,388849
A,389102
A,389372
A,389640
R,390342
A,390588
A,390858
R,391545
A,391794
A,392065
A,392337
A,392602
A,392869
A,393136
R,394055
R,395011
R,395429
A,395682
A,395948
A,396206
A,396468
R,398056
R,398494
A,398759
A,399025
A,399290
A,399555
A,399820
A,400078
A,400351
A,400620
A,400888
R,401679
R,402682
R,403124
A,403372
A,403640
A,403904
A,404164
A,404422
A,404687
A,404956
A,405222
R,405899
A,406148
A,406408
A,406674
A,406947
A,407209
R,408462
R,408953
A,409197
A,409461
A,409724
A,409986
A,410245
A,410509
A,410768
A,411029
A,411300
A,411564
A,411831
R,412809
R,413535
A,413784
A,414048
A,414316
A,414585
A,414852
A,415115
A,415381
R,416130
R,417576
R,418009
A,418255
A,418523
A,418790
A,419053
A,419322
A,419596
A,419864
A,420136
A,420405
A,420679
A,420955
R,421952
R,422393
A,422652
A,422924
A,423188
A,423451
A,423723
A,424003
A,424275
A,424544
R,425617
R,426051
A,426304
A,426567
A,426835
A,427111
A,427375
A,427643
R,428804
R,429258
A,429510
A,429771
A,430043
A,430319
A,430586
A,430852
A,431123
A,431390
A,431658
R,432788
R,433365
A,433617
A,433895
A,434154
A,434422
A,434692
A,434960
A,435232
A,435509
A,435778
R,436858
R,437400
A,437648
A,437921
A,438192
A,438460
A,438728
A,438997
A,439261
A,439530
A,439812
A,440080
R,440716
A,440974
A,441239
R,441913
A,442163
A,442427
A,442693
A,442969
A,443234
A,443506
A,443779
R,444533
R,446025
A,446331
A,446513
A,446678
A,446882
A,447109
A,447374
A,447598
A,447831
A,448076
R,448848
R,449256
A,449505
A,449776
A,450038
A,450302
j,452324
R,452796
A,453045
A,453306
A,453572
A,453829
A,454098
A,454370
A,454630
A,454891
A,455152
A,455420
R,456353
R,456790
A,457033
A,457302
A,457564
A,457822
A,458086
A,458349
A,458621
A,458892
A,459161
A,459425
R,460545
R,461368
R,462304
R,463206
R,463737
A,463979
A,464242
A,464491
A,464748
A,465009
A,465270
A,465530
A,465790
R,467366
R,467784
A,468038
A,468306
A,468568
A,468818
A,469075
A,469334
A,469588
A,469850
A,470116
A,470376
R,471075
R,471623
A,471871
A,472134
A,472396
A,472661
A,472928
A,473192
R,474686
R,475087
A,475334
A,475595
A,475852
A,476116
A,476376
A,476637
A,476897
A,477155
A,477419
A,477691
A,477950
A,478218
A,478480
~,479736
R,480081
~,480435
R,480482
A,480734
A,481004
A,481270
A,481527
A,481784
A,482046
A,482303
A,482565
R,483278
~,483704
R,483807
A,484057
R,484702
A,484956
~,485026
A,485227
R,485907
A,486151
A,486420
A,486678
A,486941
A,487219
A,487481
A,487747
R,488511
R,490008
R,490453
A,490699
A,490956
A,491211
A,491478
A,491739
A,492005
A,492277
A,492539
A,492801
R,493858
R,494765
R,495663
R,496167
A,496417
A,496687
A,496947
A,497207
A,497469
A,497728
A,497985
A,498252
A,498518
A,498781
R,499473
R,500401
R,500924
A,501166
A,501433
A,501703
A,501961
A,502219
A,502475
A,502740
A,503008
A,503269
A,503531
A,503791
A,504055
A,504315
A,504581
A,504850
R,505712
R,507151
R,507561
A,507813
A,508079
A,508336
A,508596
A,508859
A,509121
A,509385
A,509653
A,509912
A,510176
A,510445
R,512495
R,512918
A,513164
A,513423
A,513681
A,513942
A,514203
A,514469
A,514736
A,514994
R,516048
R,516886
R,517810
R,518716
R,519616
R,520122
A,520368
A,520632
A,520893
A,521150
A,521404
A,521663
A,521926
A,522181
A,522439
A,522693
A,522946
R,523647
R,524153
A,524400
A,524664
A,524926
A,525194
A,525452
A,525710
A,525970
A,526238
A,526497
A,526765
A,527036
A,527295
R,528058
R,528577
A,528818
A,529084
A,529345
A,529600
A,529864
A,530129
A,530389
A,530648
A,530909
A,531177
A,531446
A,531716
R,532341
A,532592
A,532867
A,533133
A,533406
R,534956
R,535400
A,535655
A,535920
A,536191
A,536464
A,536727
A,536989
A,537252
A,537530
A,537802
A,538070
R,539172
R,539605
A,539852
A,540121
A,540385
A,540657
A,540931
A,541192
R,542179
R,542750
A,542992
A,543255
A,543510
A,543775
A,544043
A,544305
A,544568
A,544841
A,545114
R,545850
R,546837
R,547323
A,547574
A,547836
A,548102
A,548370
A,548638
A,548906
A,549177
A,549445
A,549708
A,549978
A,550255
A,550524
A,550797
R,551945
R,552401
A,552653
A,552917
A,553183
A,553457
A,553719
A,553981
A,554242
A,554511
A,554774
A,555051
R,556003
R,556534
A,556791
A,557065
A,557326
A,557594
A,557866
A,558136
A,558410
A,558681
A,558948
A,559212
A,559481
A,559761
R,560859
R,561305
A,561559
A,561832
A,562105
A,562369
A,562640
A,562918
A,563184
A,563458
A,563730
A,564003
A,564271
R,564969
R,565474
A,565724
A,566005
A,566277
A,566553
A,566819
A,567088
A,567362
A,567637
A,567919
A,568198
A,568476
A,568750
A,569035
R,569923
R,570474
A,570731
A,571009
A,571284
A,571559
A,571828
A,572105
R,573382
R,573986
A,574239
A,574513
A,574784
A,575052
A,575324
A,575606
A,575876
A,576145
A,576417
R,577530
R,577977
A,578229
A,578510
A,578788
A,579060
A,579332
A,579601
A,579877
A,580147
A,580428
A,580708
A,580978
R,581945
R,582338
A,582588
A,582857
A,583126
A,583397
A,583669
A,583944
R,584646
R,585651
R,586067
A,586317
A,586589
A,586852
A,587114
A,587377
A,587636
R,588442
R,588941
A,589191
A,589463
A,589734
A,590008
A,590272
A,590544
A,590813
A,591091
A,591371
A,591642
R,592521
R,593066
A,593325
A,593597
A,593861
A,594133
A,594411
A,594682
A,594953
A,595218
A,595484
A,595758
A,596035
R,597198
R,598164
R,598703
A,598949
A,599220
A,599489
A,599751
A,600020
A,600279
A,600549
A,600824
A,601091
A,601354
A,601619
A,601890
A,602155
R,603036
R,603520
A,603772
A,604044
A,604310
A,604571
A,604835
A,605105
R,605780
R,606711
R,607163
A,607412
A,607672
A,607932
A,608195
A,608453
A,608719
A,608981
A,609243
A,609507
A,609766
A,610037
R,610677
A,610924
A,611202
A,611477
A,611750
R,613352
R,613782
A,614039
A,614335
A,614619
R,615344
R,616249
R,617119
R,617963
R,618801
R,619634
A,619880
A,620136
A,620382
A,620636
A,620894
A,621145
A,621408
A,621672
A,621924
A,622184
A,622441
A,622709
A,622977
A,623241
R,623886
R,624380
A,624628
A,624901
A,625157
A,625414
A,625680
A,625952
A,626214
A,626481
A,626748
A,627012
A,627277
A,627542
A,627811
A,628079
A,628345
R,629048
R,629972
R,630475
A,630724
A,630989
A,631248
A,631507
A,631765
A,632024
A,632297
A,632569
A,632838
R,633564
R,634619
R,635055
A,635311
A,635585
A,635850
A,636112
A,636373
A,636643
A,636914
A,637182
A,637453
A,637724
A,637991
R,638940
R,639444
A,639702
A,639974
A,640243
A,640515
A,640781
A,641049
A,641315
A,641589
A,641869
A,642141
R,643260
R,643833
A,644084
A,644350
A,644622
A,644895
A,645170
A,645442
A,645709
A,645975
A,646243
A,646518
R,647159
A,647410
A,647680
A,647955
A,648228
R,648845
A,649097
A,649366
