Annotation,Location
N,116909
N,117279
N,117652
N,117990
N,118363
N,118759
N,119140
N,119485
N,119850
N,120223
N,120603
N,121005
N,121402
N,121770
N,122119
N,122470
N,122810
N,123138
N,123484
N,123883
N,124248
N,124645
N,125032
N,125416
N,125788
N,126116
N,126452
N,126812
N,127168
N,127564
N,127955
N,128310
N,128677
N,129049
N,129448
N,129819
N,130184
N,130539
N,130871
N,131233
N,131632
N,132012
N,132382
N,132722
N,133078
N,133465
N,133835
N,134207
N,134569
N,134904
N,135251
N,135616
N,135978
N,136354
N,136724
N,137058
N,137406
N,137757
N,138100
N,138461
N,138818
N,139173
N,139530
N,139875
N,140237
N,140573
N,140921
N,141278
N,141639
N,141974
N,142336
N,142713
N,143070
N,143397
N,143708
N,144035
N,144355
N,144680
N,144989
N,145315
N,145687
N,146066
N,146453
N,146824
N,147192
N,147539
N,147873
N,148192
N,148520
N,148888
N,149302
N,149687
N,150032
N,150386
N,150780
N,151179
N,151573
N,151932
N,152288
N,152665
N,153053
N,153431
~,153566
N,153786
N,154088
N,154381
~,154535
N,154683
N,155006
N,155320
N,155634
N,155941
N,156227
N,156499
N,156773
N,157052
N,157340
N,157616
N,157896
N,158171
N,158433
N,158691
N,158938
N,159202
N,159484
N,159785
N,160122
N,160482
V,160654
N,161075
N,161416
N,161750
N,162076
N,162425
N,162779
V,162955
~,163279
N,163369
N,163708
N,164068
N,164415
~,164589
N,164736
N,165061
N,165402
N,165753
N,166100
N,166419
N,166725
N,167029
N,167361
N,167696
N,168040
N,168401
N,168770
N,169111
N,169437
N,169757
N,170091
N,170466
N,170824
N,171158
N,171484
N,171830
N,172200
N,172563
N,172909
~,173105
N,173258
N,173599
N,173919
N,174234
N,174557
N,174888
N,175187
N,175490
N,175783
N,176070
N,176383
N,176700
N,177016
N,177330
N,177617
N,177888
N,178186
N,178495
N,178832
N,179177
N,179502
N,179810
N,180122
N,180442
N,180781
N,181141
N,181501
N,181831
N,182146
N,182464
N,182784
N,183104
~,183259
N,183435
N,183777
N,184117
N,184431
N,184751
N,185091
N,185453
N,185806
N,186148
N,186495
N,186821
N,187148
N,187508
N,187851
N,188209
N,188549
N,188871
N,189197
N,189514
N,189834
N,190151
N,190481
N,190787
N,191105
N,191451
N,191814
N,192181
N,192549
N,192904
N,193232
N,193566
N,193912
N,194255
N,194606
N,194956
N,195281
N,195604
N,195962
N,196323
N,196685
N,197050
N,197399
N,197735
N,198069
N,198412
N,198763
N,199135
N,199484
N,199803
N,200137
N,200495
N,200856
N,201216
N,201548
N,201858
N,202167
N,202479
N,202778
N,203083
N,203388
N,203682
N,203971
N,204264
N,204577
N,204917
N,205294
N,205666
N,206010
N,206359
N,206703
N,207067
N,207461
N,207831
N,208182
N,208530
N,208889
N,209250
N,209614
N,209970
N,210305
N,210642
N,210989
N,211353
N,211714
N,212080
N,212421
N,212755
N,213115
N,213473
~,213630
N,213828
N,214184
N,214524
N,214817
N,215131
N,215477
N,215842
N,216204
N,216534
N,216849
N,217159
N,217486
N,217812
N,218136
N,218463
N,218793
N,219122
N,219450
N,219789
N,220142
N,220517
N,220877
N,221225
N,221597
N,221990
N,222392
N,222773
N,223138
N,223497
N,223843
N,224204
N,224563
N,224898
N,225229
N,225549
N,225857
N,226176
N,226496
N,226821
N,227130
N,227420
N,227719
N,228014
N,228338
N,228677
N,229005
~,229183
N,229332
N,229669
N,229987
N,230288
N,230594
N,230926
N,231266
N,231610
N,231944
N,232246
N,232565
N,232910
N,233259
N,233596
N,233921
N,234243
N,234569
N,234891
N,235228
~,235337
N,235577
N,235934
N,236268
N,236594
N,236909
N,237236
N,237582
N,237933
N,238245
N,238565
N,238896
N,239256
N,239617
N,239960
N,240279
N,240574
N,240863
N,241171
N,241514
N,241866
N,242232
N,242598
N,242961
N,243304
N,243662
N,244021
N,244356
N,244698
N,245030
N,245367
N,245723
N,246073
N,246414
N,246748
N,247045
N,247339
N,247637
N,247951
N,248257
N,248563
N,248862
N,249161
N,249457
N,249743
N,250043
N,250353
N,250653
N,250959
N,251236
N,251519
N,251813
N,252118
N,252475
N,252829
N,253162
N,253472
N,253762
N,254064
N,254357
N,254669
N,254996
N,255307
N,255614
N,255919
V,256105
N,256508
N,256810
N,257112
N,257403
+,257493
V,257583
~,257770
N,257959
V,258138
N,258533
V,258715
+,258921
N,259127
N,259418
V,259601
N,259991
V,260167
N,260596
N,260888
N,261167
~,261287
N,261479
V,261667
N,262044
N,262314
N,262577
V,262749
V,262918
N,263355
N,263646
V,263825
N,264211
V,264385
N,264759
N,265041
N,265336
V,265523
N,265932
N,266211
V,266387
V,266557
N,266939
V,267120
N,267492
N,267761
V,267946
V,268130
N,268507
+,268592
V,268678
N,269003
V,269191
N,269526
V,269719
N,270043
V,270225
N,270547
V,270721
N,271027
V,271192
N,271515
V,271687
N,272046
V,272220
N,272579
V,272749
N,273080
V,273242
N,273592
V,273767
N,274133
V,274313
N,274683
V,274849
N,275191
V,275361
N,275687
V,275876
N,276204
V,276380
N,276719
V,276897
N,277226
V,277390
N,277719
V,277883
N,278233
V,278414
N,278770
V,278942
N,279270
V,279430
N,279740
V,279900
N,280228
V,280401
N,280728
V,280901
N,281224
V,281389
N,281707
V,281866
N,282203
V,282362
N,282714
V,282884
N,283228
V,283401
N,283714
V,283872
N,284183
V,284353
N,284690
V,284862
N,285200
V,285364
N,285694
V,285848
N,286168
V,286331
N,286663
V,286830
N,287182
V,287355
N,287720
V,287882
N,288230
V,288389
N,288744
V,288916
N,289296
V,289477
N,289830
V,289996
N,290318
V,290487
N,290817
V,290993
N,291330
V,291509
N,291843
V,292014
N,292336
V,292503
N,292835
V,293002
N,293365
V,293539
N,293921
V,294108
N,294443
V,294622
N,294948
V,295133
N,295466
V,295665
N,296005
V,296184
N,296534
V,296701
N,297054
V,297223
N,297611
V,297789
N,298206
V,298385
N,298793
V,298961
N,299365
V,299539
N,299996
V,300180
N,300609
V,300786
N,301211
V,301387
N,301826
V,302009
N,302442
V,302631
N,303032
V,303209
N,303575
V,303753
N,304158
V,304343
N,304782
V,304967
N,305378
V,305550
N,305972
V,306162
N,306598
V,306790
N,307187
V,307378
N,307750
V,307931
N,308343
V,308531
N,308961
V,309157
N,309569
V,309742
N,310134
V,310326
N,310721
V,310919
N,311314
V,311497
N,311872
V,312048
V,312215
N,312638
V,312815
N,313216
V,313398
V,313583
N,313994
V,314152
N,314546
V,314722
N,315115
V,315317
N,315692
V,315880
N,316221
V,316392
N,316749
V,316933
N,317315
V,317493
N,317873
V,318049
N,318436
V,318609
N,318997
V,319176
N,319583
V,319781
N,320165
V,320343
+,320516
N,320689
N,320949
V,321140
V,321324
N,321758
+,321851
V,321945
N,322330
V,322512
N,322885
V,323064
N,323472
V,323673
+,323869
N,324066
N,324349
N,324616
N,324877
V,325060
V,325229
N,325622
N,325910
N,326191
N,326463
+,326553
V,326644
N,327026
V,327201
N,327578
V,327798
+,327977
N,328157
N,328438
V,328621
V,328790
N,329208
V,329390
N,329766
V,329977
N,330368
N,330650
N,330946
~,331036
N,331240
N,331550
V,331727
N,332173
N,332514
N,332837
N,333164
N,333515
N,333836
N,334166
N,334515
N,334854
N,335177
N,335496
N,335796
N,336107
N,336422
N,336750
N,337067
N,337361
N,337655
N,337947
N,338235
N,338551
N,338874
N,339186
N,339505
N,339819
N,340122
N,340437
N,340780
N,341115
N,341456
N,341799
N,342110
N,342430
N,342773
N,343110
N,343449
N,343772
N,344088
N,344406
N,344704
N,345022
N,345357
N,345683
N,346011
~,346145
N,346322
N,346615
N,346899
N,347169
N,347457
N,347753
V,347955
V,348121
N,348514
+,348604
V,348695
N,349047
V,349247
N,349589
V,349772
N,350124
V,350322
+,350489
N,350657
N,350904
V,351083
V,351245
N,351652
V,351850
N,352243
N,352514
N,352780
V,352956
V,353107
N,353546
V,353743
N,354156
V,354350
N,354748
N,355013
N,355273
N,355537
N,355810
N,356114
N,356424
V,356611
N,357013
N,357301
N,357572
N,357875
N,358213
V,358410
N,358830
N,359135
N,359417
V,359603
V,359769
N,360202
V,360397
N,360817
N,361113
N,361386
V,361564
V,361721
N,362144
V,362335
N,362777
N,363076
N,363365
N,363646
N,363922
N,364198
N,364482
N,364788
N,365084
N,365375
N,365676
N,365969
N,366246
N,366521
N,366816
N,367131
N,367442
N,367732
N,368015
N,368302
N,368594
N,368896
N,369202
N,369504
N,369794
N,370090
N,370399
N,370704
N,371019
N,371348
N,371665
N,371991
N,372305
N,372594
N,372922
N,373279
N,373628
N,373941
N,374246
N,374526
N,374816
~,374986
N,375130
N,375473
N,375803
N,376161
N,376517
N,376842
N,377189
N,377550
V,377769
N,378246
V,378447
N,378856
N,379154
N,379454
N,379791
V,379989
V,380163
N,380625
V,380802
N,381244
V,381422
V,381587
N,382055
+,382155
V,382255
N,382722
V,382901
N,383325
V,383507
N,383962
V,384153
N,384651
V,384834
N,385283
V,385466
N,385927
V,386109
N,386609
V,386797
N,387278
V,387456
N,387908
V,388105
N,388592
V,388792
+,389022
N,389252
N,389598
N,389919
V,390108
V,390289
N,390780
V,390977
N,391457
V,391653
V,391821
N,392256
V,392450
N,392911
V,393111
N,393573
~,393747
N,393902
V,394083
N,394525
N,394868
V,395075
V,395262
N,395715
+,395813
V,395911
N,396343
V,396528
N,396977
V,397172
+,397410
N,397648
N,397996
V,398180
V,398358
N,398815
V,399000
N,399493
N,399869
N,400210
N,400565
V,400759
N,401234
N,401621
N,401980
N,402358
V,402552
N,403003
N,403354
V,403563
V,403755
N,404238
+,404338
V,404438
N,404874
V,405059
N,405507
V,405730
+,405963
N,406196
N,406537
V,406733
V,406911
N,407349
V,407531
N,407994
N,408326
V,408524
V,408707
N,409137
+,409223
V,409310
N,409759
V,409952
N,410410
V,410603
N,411048
V,411228
N,411647
V,411830
~,412042
N,412275
V,412468
N,412937
V,413117
N,413545
V,413724
N,414181
V,414375
N,414854
V,415043
N,415490
V,415669
N,416125
V,416321
N,416783
V,416978
N,417433
V,417616
N,418055
V,418235
N,418700
V,418900
N,419368
V,419551
N,419996
V,420172
N,420622
V,420819
N,421291
V,421475
N,421926
V,422109
N,422540
V,422720
N,423197
V,423385
N,423846
V,424031
N,424473
V,424653
N,425135
V,425330
N,425800
V,425984
N,426415
V,426598
N,427040
V,427235
+,427458
N,427682
N,428029
N,428376
V,428567
N,428996
N,429334
N,429690
N,430034
V,430234
N,430676
N,431023
N,431370
N,431729
N,432092
N,432449
N,432794
N,433157
V,433354
N,433827
N,434228
N,434601
N,434967
N,435333
V,435527
N,436007
N,436394
V,436598
N,437054
N,437425
+,437521
V,437617
N,438091
V,438296
N,438754
V,438974
N,439408
V,439596
V,439780
N,440248
V,440447
N,440928
V,441116
N,441568
V,441749
N,442204
V,442402
N,442881
V,443072
N,443535
V,443716
N,444163
V,444354
+,444588
N,444823
N,445186
+,445286
V,445386
N,445817
V,446000
N,446447
V,446651
N,447085
V,447286
N,447679
V,447867
+,448080
N,448294
N,448625
+,448724
V,448824
N,449288
V,449497
N,449961
V,450140
N,450571
V,450762
+,450997
N,451233
N,451593
V,451792
N,452236
N,452585
+,452681
V,452777
N,453263
V,453460
N,453954
V,454149
N,454605
V,454794
N,455269
V,455470
N,455958
V,456156
N,456607
V,456789
N,457256
V,457462
N,457939
V,458137
N,458600
V,458785
+,459001
N,459217
N,459543
N,459895
V,460098
N,460583
N,460935
N,461270
N,461646
N,462055
N,462436
N,462826
N,463210
N,463594
N,463964
N,464358
N,464753
N,465135
N,465504
N,465879
N,466295
N,466701
N,467086
N,467452
N,467844
N,468248
N,468625
N,469011
N,469379
N,469758
N,470139
N,470523
N,470923
N,471280
N,471630
N,472017
N,472405
N,472777
N,473161
N,473528
N,473893
N,474239
N,474595
N,474987
N,475404
N,475811
N,476210
N,476609
N,477011
N,477417
N,477810
N,478186
N,478548
N,478946
N,479350
N,479741
N,480157
N,480525
N,480891
N,481278
N,481684
N,482100
N,482465
N,482856
N,483247
N,483657
N,484024
N,484387
N,484754
N,485114
N,485451
N,485814
N,486203
N,486575
N,486920
N,487281
N,487632
N,488036
N,488404
N,488777
N,489159
N,489515
N,489903
N,490297
N,490658
N,491007
N,491365
N,491725
N,492105
N,492498
N,492881
N,493242
N,493581
N,493930
N,494290
N,494664
N,495055
N,495412
N,495772
N,496151
N,496537
N,496929
N,497312
N,497671
N,498015
N,498354
N,498710
N,499063
N,499430
N,499793
N,500132
N,500498
N,500893
N,501269
N,501647
N,502007
N,502351
N,502721
N,503121
N,503523
N,503919
N,504293
N,504701
N,505109
N,505518
N,505915
N,506283
N,506658
N,507039
N,507438
N,507860
N,508242
N,508633
N,509017
N,509414
N,509828
N,510218
N,510603
N,510953
N,511348
~,511563
N,511749
N,512125
N,512474
N,512787
N,513098
N,513402
N,513721
N,514036
N,514337
N,514636
N,514928
N,515230
N,515532
N,515843
N,516145
N,516453
N,516779
V,516966
N,517393
N,517707
V,517903
N,518363
N,518712
+,518806
V,518900
N,519327
V,519526
N,519948
V,520159
N,520592
V,520784
V,520961
N,521410
V,521581
N,522038
V,522222
N,522692
V,522886
N,523339
V,523512
N,523932
V,524111
N,524593
V,524792
N,525253
V,525436
N,525885
V,526060
N,526517
V,526709
N,527179
V,527372
N,527798
V,527974
N,528381
V,528564
N,529019
V,529210
N,529671
V,529847
N,530284
V,530461
N,530923
V,531116
N,531590
V,531779
N,532223
V,532398
N,532810
V,532997
N,533447
V,533637
N,534071
V,534246
N,534634
V,534815
N,535257
V,535442
N,535903
V,536087
N,536518
V,536698
N,537159
V,537357
N,537823
V,538016
N,538457
V,538638
N,539065
V,539257
+,539480
N,539703
N,540036
V,540229
V,540420
N,540870
V,541055
N,541489
N,541810
V,542006
V,542194
N,542661
+,542748
V,542836
N,543274
V,543449
N,543906
V,544110
N,544571
V,544770
N,545195
V,545374
N,545788
V,545986
V,546165
N,546631
V,546813
N,547268
V,547444
N,547863
V,548044
N,548506
V,548697
N,549133
V,549313
N,549737
V,549915
N,550357
V,550551
N,550993
V,551181
N,551597
V,551774
N,552196
V,552382
N,552839
V,553033
N,553492
V,553677
N,554115
V,554299
N,554758
V,554954
N,555425
V,555613
N,556035
V,556218
N,556678
V,556879
N,557337
V,557527
N,557973
V,558173
N,558593
V,558775
N,559248
V,559451
N,559923
V,560105
V,560287
N,560730
V,560919
~,561138
N,561382
V,561582
V,561759
N,562230
V,562410
N,562879
V,563065
V,563243
+,563501
N,563759
N,564145
N,564497
V,564687
V,564853
N,565339
N,565756
V,565959
V,566139
N,566620
V,566798
V,566969
N,567457
N,567850
N,568197
N,568562
V,568757
V,568930
N,569392
N,569787
N,570197
N,570594
N,570977
N,571390
N,571770
N,572127
N,572496
N,572898
N,573260
N,573649
N,574070
N,574479
N,574893
N,575311
N,575737
N,576185
N,576618
N,577058
N,577458
N,577858
N,578240
N,578656
N,579103
N,579528
~,579685
N,579873
N,580227
N,580604
N,580952
N,581292
V,581505
V,581686
N,582134
N,582480
N,582836
N,583183
V,583391
V,583578
N,584064
N,584460
N,584865
V,585074
V,585266
N,585778
N,586184
V,586376
V,586550
N,587071
N,587510
V,587713
V,587897
N,588394
N,588831
V,589023
V,589216
N,589757
V,589948
V,590128
N,590618
N,591021
V,591216
V,591396
N,591926
N,592352
V,592541
V,592712
N,593213
N,593646
V,593850
V,594033
N,594550
N,594966
V,595155
V,595323
N,595846
N,596305
V,596500
V,596681
N,597174
V,597364
V,597537
N,598061
N,598523
V,598719
V,598900
N,599388
V,599565
V,599737
N,600277
N,600707
V,600906
V,601078
N,601572
N,601984
V,602185
V,602372
N,602902
N,603298
V,603487
V,603658
N,604146
N,604570
V,604773
V,604958
N,605452
N,605834
V,606024
V,606203
N,606699
N,607133
V,607330
V,607521
N,607993
V,608179
V,608353
N,608853
V,609042
V,609229
N,609708
V,609895
N,610319
V,610510
V,610682
~,610990
N,611163
V,611355
V,611528
N,611988
V,612166
N,612630
V,612822
V,613029
N,613516
+,613610
V,613704
N,614170
N,614511
V,614694
N,615159
N,615527
V,615730
N,616211
N,616564
V,616750
V,616931
N,617447
N,617876
V,618074
+,618317
N,618560
V,618757
V,618940
N,619451
N,619877
V,620082
V,620275
N,620775
N,621146
V,621340
V,621523
N,622062
N,622475
N,622845
V,623040
V,623224
N,623724
N,624132
V,624339
V,624521
N,625017
N,625370
V,625559
N,626017
V,626238
N,626675
N,626983
N,627318
N,627629
V,627831
V,628008
N,628493
V,628697
N,629117
N,629405
N,629680
N,629971
N,630258
N,630568
V,630774
V,630950
N,631401
V,631585
N,631982
N,632305
~,632449
V,632510
V,632695
N,633131
V,633326
N,633703
V,633883
V,634048
N,634470
+,634565
V,634660
N,635076
V,635269
N,635655
V,635836
N,636227
V,636406
N,636840
V,637038
N,637473
V,637662
N,638078
V,638257
N,638661
V,638856
N,639301
V,639491
N,639899
V,640085
V,640262
N,640692
V,640877
+,641092
N,641308
N,641617
V,641807
V,641989
N,642400
+,642486
V,642572
N,642969
V,643157
N,643560
V,643761
+,643950
N,644140
N,644413
V,644600
V,644768
N,645187
V,645388
N,645801
V,645996
V,646177
~,646407
N,646616
N,646915
N,647223
N,647570
V,647778
N,648265
N,648622
N,648968
V,649162
V,649340
N,649791
