Annotation,Location
N,192709
V,192909
N,193307
N,193641
N,193954
N,194254
N,194534
N,194823
V,195003
N,195435
N,195821
N,196161
V,196349
N,196743
V,196959
N,197339
N,197686
N,198071
N,198395
N,198687
N,198978
N,199283
N,199605
V,199835
N,200269
N,200594
N,200894
N,201185
V,201408
N,201780
N,202093
N,202452
N,202803
V,203017
N,203374
N,203667
N,203976
N,204285
N,204628
N,204970
N,205262
N,205534
V,205732
N,206139
V,206343
N,206759
N,207075
N,207363
N,207636
V,207838
N,208223
N,208545
N,208852
N,209180
N,209489
N,209769
N,210054
N,210354
N,210668
N,210971
V,211175
N,211616
V,211811
N,212185
N,212487
N,212816
N,213134
N,213448
N,213744
N,214029
N,214306
N,214602
N,214922
N,215232
N,215527
N,215845
N,216143
N,216427
N,216716
N,217024
N,217339
N,217647
N,217973
N,218279
N,218566
V,218754
N,219167
N,219516
N,219854
+,219961
V,220068
N,220459
V,220652
N,221041
V,221250
|,221597
N,221694
V,221933
+,222151
N,222370
N,222678
N,223003
N,223337
N,223663
N,223983
V,224191
N,224630
N,224922
N,225223
N,225542
N,225851
N,226171
N,226520
N,226848
N,227128
N,227417
V,227609
N,228040
N,228356
N,228673
N,228976
N,229261
N,229561
N,229890
N,230219
N,230525
N,230831
N,231134
N,231433
N,231737
N,232058
N,232381
N,232685
N,233004
N,233321
N,233631
V,233838
N,234251
V,234455
N,234884
N,235219
N,235516
N,235814
N,236115
N,236451
N,236779
N,237097
N,237400
N,237702
N,238006
N,238306
N,238624
N,238955
N,239272
N,239596
N,239909
V,240124
N,240533
N,240868
N,241183
N,241511
N,241841
N,242139
V,242348
N,242754
N,243105
N,243435
+,243541
V,243648
N,244058
V,244283
N,244689
V,244919
N,245381
V,245605
+,245812
N,246020
N,246321
N,246638
N,246970
N,247287
N,247611
N,247928
N,248236
N,248543
N,248853
N,249173
N,249481
N,249827
N,250160
+,250267
V,250374
N,250763
V,250958
N,251367
V,251581
N,252013
V,252222
N,252612
V,252803
N,253211
V,253425
N,253842
V,254058
N,254474
V,254664
N,255046
V,255251
N,255675
V,255917
N,256320
V,256539
N,256952
V,257149
N,257528
V,257731
+,257935
N,258139
N,258457
N,258785
N,259079
N,259356
N,259641
N,259963
N,260294
N,260617
N,260926
N,261226
N,261503
V,261709
N,262127
N,262469
N,262800
N,263113
N,263438
N,263736
V,263912
N,264344
N,264685
N,265000
N,265314
N,265623
N,265906
N,266202
N,266512
N,266918
V,267132
N,267590
N,267882
N,268172
N,268469
N,268787
N,269176
N,269520
N,269824
N,270117
N,270441
N,270775
N,271113
N,271465
N,271799
V,271961
N,272395
N,272709
N,273020
N,273346
N,273706
N,274049
N,274356
N,274649
+,274733
V,274817
N,275273
V,275480
N,275991
V,276204
N,276600
V,276791
N,277227
V,277447
N,277922
V,278156
N,278578
V,278769
N,279176
V,279391
N,279817
V,280034
N,280490
V,280700
N,281082
V,281278
N,281684
V,281890
N,282335
V,282583
N,282983
V,283174
N,283571
V,283806
N,284283
V,284541
N,284980
V,285178
N,285563
V,285776
N,286236
V,286462
N,286891
V,287114
+,287311
N,287508
N,287807
N,288111
N,288442
N,288763
N,289122
V,289352
N,289746
N,290043
N,290355
N,290687
N,291009
N,291343
V,291531
N,291925
N,292213
N,292525
N,292862
N,293184
N,293504
N,293806
N,294101
N,294404
N,294729
N,295041
N,295348
N,295654
N,295966
N,296259
N,296546
N,296847
N,297159
N,297489
N,297806
N,298116
N,298395
N,298688
N,298986
N,299300
N,299626
N,299939
V,300119
N,300530
N,300839
N,301150
N,301462
N,301772
N,302086
N,302390
N,302682
N,302976
N,303291
N,303600
N,303924
N,304256
N,304575
N,304860
N,305161
N,305483
N,305816
N,306163
N,306495
N,306819
N,307115
N,307448
N,307815
N,308172
N,308495
N,308809
V,308982
N,309417
N,309750
N,310110
N,310447
N,310781
N,311144
N,311459
N,311761
V,311958
N,312453
N,312783
N,313097
N,313417
N,313726
N,314033
N,314374
N,314733
N,315078
N,315377
N,315690
N,315997
N,316326
N,316678
N,317012
N,317317
N,317608
N,317939
N,318258
N,318582
N,318898
V,319112
N,319521
N,319823
N,320151
N,320462
N,320768
N,321094
N,321436
N,321760
N,322045
N,322361
N,322680
N,323007
N,323345
N,323671
N,323965
N,324244
N,324565
N,324889
N,325219
N,325542
N,325857
N,326148
N,326446
N,326785
N,327111
N,327442
N,327792
N,328145
N,328458
N,328763
N,329120
N,329464
N,329826
N,330205
V,330398
N,330837
N,331165
N,331552
N,331919
N,332291
N,332634
N,332940
N,333258
N,333692
N,334046
N,334412
N,334754
N,335068
N,335392
N,335752
N,336136
N,336468
N,336792
N,337108
N,337429
N,337753
N,338108
N,338448
N,338793
N,339124
N,339418
N,339723
N,340035
N,340393
N,340743
N,341065
N,341370
V,341529
N,341977
N,342302
N,342690
N,343008
N,343318
N,343606
N,343905
N,344221
N,344546
N,344884
N,345212
N,345538
N,345844
N,346131
N,346431
N,346749
V,347001
N,347405
N,347708
N,347999
N,348287
N,348601
N,348927
N,349282
N,349585
N,349888
N,350178
N,350475
N,350801
N,351130
N,351487
N,351802
N,352136
N,352449
N,352765
N,353082
N,353418
N,353763
N,354083
N,354403
N,354717
N,355029
N,355364
N,355800
N,356168
N,356462
N,356761
N,357073
N,357393
N,357720
N,358097
N,358423
N,358713
V,358918
N,359349
N,359686
N,360009
N,360357
N,360660
N,360972
N,361302
N,361629
N,361951
N,362276
N,362647
N,362955
V,363127
N,363573
N,363916
N,364239
N,364587
N,364933
N,365225
V,365382
N,365846
N,366207
N,366552
N,366885
N,367217
N,367514
N,367838
N,368185
N,368516
N,368831
N,369169
N,369489
N,369803
N,370117
+,370220
V,370323
N,370771
V,370983
N,371451
V,371634
+,371835
N,372037
N,372333
N,372732
N,373069
N,373397
N,373723
N,374020
N,374358
V,374589
N,375101
N,375445
N,375763
N,376076
N,376411
N,376802
N,377198
N,377545
N,377868
N,378215
N,378550
N,378913
N,379305
V,379595
N,379994
N,380326
N,380636
N,380959
N,381315
N,381650
N,382002
N,382310
N,382629
N,382927
N,383276
N,383645
N,383991
N,384296
N,384596
N,384895
V,385112
N,385559
V,385776
N,386210
N,386519
N,386830
N,387140
N,387451
N,387776
V,387976
N,388420
N,388731
N,389030
N,389345
N,389655
N,390002
N,390361
N,390704
N,390997
N,391290
N,391591
N,391913
N,392266
N,392597
N,392902
N,393202
N,393528
N,393857
N,394190
N,394522
N,394868
N,395186
N,395491
N,395821
N,396158
N,396496
N,396850
N,397218
N,397535
N,397832
N,398168
N,398492
N,398833
N,399196
N,399520
N,399790
N,400133
N,400557
N,400945
N,401286
N,401615
N,401918
N,402220
V,402408
N,402966
N,403327
N,403660
N,403979
N,404289
N,404614
N,404971
N,405316
N,405641
N,405970
N,406276
N,406572
N,406883
N,407227
N,407590
N,407926
N,408224
N,408510
N,408816
N,409142
V,409348
N,409841
N,410161
N,410451
N,410757
N,411071
N,411429
N,411785
V,412010
N,412422
V,412618
N,413030
N,413342
N,413671
N,414005
N,414352
N,414677
N,414963
V,415132
N,415576
N,415938
N,416305
N,416639
N,416946
N,417238
N,417573
N,417940
V,418207
N,418683
N,419017
N,419316
A,419570
N,419978
N,420322
N,420713
N,421055
N,421383
N,421706
N,422031
N,422395
N,422805
N,423212
N,423554
N,423873
N,424206
N,424565
N,424987
N,425404
N,425729
N,426041
N,426363
N,426711
N,427091
N,427496
N,427828
N,428136
N,428478
N,428836
N,429185
N,429529
N,429865
N,430176
N,430498
N,430833
N,431168
N,431501
N,431859
N,432181
N,432487
N,432800
N,433130
N,433457
N,433789
N,434123
N,434429
N,434729
N,435058
V,435293
~,435497
N,435745
N,436051
N,436370
N,436652
N,436958
N,437284
N,437603
N,437916
V,438109
N,438552
N,438868
N,439186
N,439489
N,439810
N,440116
V,440321
N,440792
N,441105
N,441410
V,441613
N,442103
N,442481
N,442817
N,443130
N,443441
~,443559
N,443748
N,444070
V,444304
N,444750
N,445062
N,445384
N,445762
N,446136
N,446470
N,446793
V,447002
N,447381
N,447709
N,448059
N,448391
N,448711
V,448916
N,449308
N,449623
N,449980
N,450330
~,450552
N,450650
N,450942
N,451248
N,451537
N,451847
~,451982
N,452173
N,452500
V,452704
N,453095
N,453430
N,453718
N,453987
N,454287
V,454510
N,454917
V,455135
N,455513
N,455795
N,456055
N,456339
N,456688
N,457013
N,457342
N,457637
N,457921
N,458183
N,458476
N,458817
V,459091
N,459467
N,459751
N,460034
N,460318
N,460605
N,460901
N,461226
N,461546
N,461836
N,462126
N,462409
V,462595
N,462987
N,463310
N,463677
N,464040
N,464360
+,464458
V,464556
N,464918
V,465156
N,465643
V,465926
+,466148
N,466370
N,466665
N,466936
N,467232
N,467632
V,467954
"""",468125
N,468558
N,468869
N,469165
N,469517
N,469936
N,470324
+,470473
V,470622
N,471026
V,471218
N,471622
V,471951
"""",472120
+,472224
N,472497
N,472898
N,473194
N,473486
N,473784
N,474119
V,474423
"""",474628
N,474916
N,475246
N,475517
V,475704
N,476142
N,476484
N,476812
N,477124
N,477432
N,477706
+,477812
V,477919
N,478326
V,478544
N,478967
V,479180
+,479391
N,479602
N,479895
N,480202
N,480496
N,480793
N,481091
N,481400
N,481729
N,482019
V,482242
N,482615
N,482939
N,483275
N,483600
N,483890
N,484173
N,484460
N,484759
N,485066
N,485375
N,485691
V,485873
N,486267
N,486583
N,486906
N,487211
N,487520
N,487849
N,488141
N,488448
N,488781
N,489125
N,489440
N,489758
N,490136
N,490463
N,490796
~,490951
N,491114
N,491445
N,491747
N,492077
N,492438
N,492746
V,492993
N,493430
N,493845
N,494229
N,494573
N,494880
N,495204
N,495569
N,495927
N,496273
~,496383
N,496604
N,496905
N,497194
N,497538
N,497920
N,498272
N,498601
N,498892
N,499174
N,499475
N,499811
N,500159
N,500497
N,500793
V,500975
N,501402
N,501711
N,502037
N,502377
N,502699
N,503008
V,503188
N,503607
N,503908
V,504112
N,504546
N,504898
N,505216
N,505507
+,505596
V,505686
N,506047
V,506260
N,506746
V,506983
N,507386
V,507572
N,507952
V,508158
N,508601
V,508845
N,509267
V,509470
N,509854
V,510056
N,510468
V,510689
N,511171
V,511390
N,511817
V,512023
N,512428
V,512627
N,513093
V,513353
N,513805
V,514029
N,514426
V,514637
N,515050
V,515318
N,515897
V,516149
N,516541
V,516761
N,517217
V,517473
N,518009
V,518265
N,518666
V,518875
N,519327
V,519580
N,520074
V,520320
N,520721
V,520918
N,521356
V,521595
N,522050
V,522281
N,522708
V,522916
N,523329
V,523564
N,523979
V,524190
N,524605
V,524826
N,525221
V,525417
N,525849
V,526058
+,526272
N,526487
N,526818
N,527125
N,527393
N,527677
V,527902
N,528298
N,528644
N,528969
N,529269
N,529541
N,529856
N,530198
V,530451
~,530597
N,530829
N,531138
N,531428
N,531714
N,532022
V,532252
N,532643
N,532977
N,533301
V,533494
~,533726
N,533873
V,534059
N,534500
N,534829
V,535033
N,535485
N,535792
A,536057
N,536395
N,536783
N,537127
N,537450
N,537756
N,538056
V,538269
N,538700
N,539092
N,539432
~,539676
N,539725
N,540093
N,540406
N,540739
N,541078
N,541426
N,541735
V,541967
N,542358
V,542562
~,542711
N,542955
N,543277
N,543639
N,543977
N,544278
N,544546
N,544864
N,545166
N,545497
N,545835
N,546145
N,546435
~,546672
N,546730
N,547036
N,547341
N,547656
N,547975
N,548285
N,548568
N,548857
N,549170
~,549278
N,549467
N,549754
N,550088
N,550413
N,550719
V,550907
N,551294
N,551590
V,551767
N,552221
N,552554
N,552845
N,553126
N,553420
N,553688
V,553876
N,554361
N,554679
N,554979
N,555262
N,555563
N,555872
N,556200
N,556513
N,556846
V,557043
N,557465
N,557732
N,558082
N,558424
N,558761
V,558965
N,559405
V,559593
N,559989
N,560310
N,560669
N,561042
N,561362
N,561664
N,561961
N,562281
N,562621
N,562990
N,563351
N,563647
V,563854
N,564241
N,564588
N,564928
N,565253
V,565504
N,565892
N,566193
N,566494
N,566829
V,567049
N,567475
N,567814
N,568112
N,568390
N,568678
N,569008
N,569333
N,569654
N,569974
N,570260
N,570542
N,570851
N,571190
N,571516
N,571823
N,572132
N,572405
N,572713
N,573018
N,573360
N,573669
N,573989
N,574323
N,574628
N,574903
N,575191
N,575509
V,575712
N,576151
N,576480
N,576773
N,577056
N,577359
N,577637
+,577749
V,577861
N,578357
V,578561
N,578973
V,579169
+,579377
N,579585
N,579914
N,580267
N,580588
N,580919
+,581019
V,581119
N,581506
V,581703
N,582141
V,582359
N,582802
V,583030
N,583426
V,583614
N,584050
V,584286
+,584527
N,584768
N,585091
N,585391
N,585674
N,585969
V,586183
N,586622
V,586855
N,587251
N,587553
N,587861
N,588163
V,588344
N,588769
N,589093
N,589401
N,589703
N,589992
N,590276
N,590567
N,590838
N,591229
N,591543
N,591829
V,592009
N,592394
V,592590
N,593012
N,593333
N,593640
N,593922
N,594215
N,594513
V,594703
N,595116
N,595434
N,595744
N,596027
N,596332
N,596618
N,596915
N,597215
V,597414
N,597879
V,598077
N,598454
N,598743
N,599036
N,599348
V,599574
N,600012
V,600198
N,600601
N,600906
N,601233
N,601563
A,601795
N,602185
V,602407
N,602812
N,603114
N,603423
N,603744
+,603848
V,603952
N,604399
V,604624
N,605029
V,605215
+,605428
N,605641
N,605973
N,606293
N,606651
N,606959
N,607236
N,607528
N,607855
N,608184
N,608464
N,608824
N,609128
N,609418
N,609720
N,610057
+,610162
V,610268
N,610682
V,610887
N,611320
V,611513
N,611927
V,612128
N,612560
V,612761
N,613192
V,613414
+,613602
N,613790
N,614086
N,614409
N,614753
N,615072
N,615374
V,615556
N,615952
N,616264
N,616588
N,616916
N,617229
N,617533
V,617718
N,618137
N,618441
N,618746
N,619053
N,619364
N,619672
N,619990
N,620265
N,620558
V,620744
N,621196
N,621517
N,621835
N,622140
N,622424
V,622610
N,623048
N,623401
N,623726
N,624040
N,624358
N,624662
V,624868
N,625318
N,625641
N,625961
N,626256
N,626584
N,626883
N,627213
N,627557
N,627904
N,628234
N,628544
N,628840
N,629135
N,629439
N,629766
N,630105
N,630415
N,630707
N,631007
N,631322
V,631516
N,631980
V,632211
N,632607
N,632862
N,633188
N,633493
V,633704
N,634110
N,634421
N,634754
N,635045
N,635340
N,635619
N,635929
N,636241
N,636558
N,636876
N,637153
N,637446
V,637638
N,638067
N,638399
N,638718
N,639010
V,639221
N,639584
V,639764
N,640175
N,640475
N,640795
N,641109
N,641412
+,641509
V,641606
N,641981
V,642171
N,642586
V,642801
+,643005
N,643210
N,643516
N,643801
N,644094
N,644398
N,644738
V,644941
N,645382
N,645682
N,645972
N,646270
N,646578
N,646910
V,647099
N,647513
N,647846
V,648052
N,648464
N,648777
N,649108
V,649332
N,649761
