Annotation,Location
V,68701
N,69036
V,69212
N,69532
V,69754
N,70100
V,70307
N,70618
V,70798
N,71086
V,71261
N,71576
V,71819
N,72110
V,72320
N,72612
V,72805
N,73125
V,73309
N,73599
V,73788
N,74094
V,74282
+,74439
N,74596
N,74853
N,75084
N,75318
A,75517
N,75785
N,76059
N,76333
N,76583
N,76841
N,77100
N,77346
+,77455
V,77564
N,77856
V,78043
N,78374
V,78565
N,78948
V,79133
~,79269
N,79451
V,79657
+,79796
N,79935
N,80174
N,80438
+,80562
V,80686
N,80972
V,81170
N,81459
V,81653
N,81962
V,82144
N,82428
V,82613
V,82764
~,83073
N,83181
V,83371
+,83519
N,83667
N,83909
N,84125
N,84351
N,84595
N,84845
N,85098
N,85321
N,85547
~,85611
N,85791
A,85981
N,86230
N,86473
N,86694
N,86927
N,87160
V,87340
N,87666
V,87848
N,88135
N,88356
N,88572
N,88801
N,89037
N,89285
N,89549
N,89784
N,90008
N,90228
N,90463
N,90704
N,90940
N,91173
N,91408
N,91663
N,91898
N,92140
N,92383
V,92581
N,92834
N,93032
N,93287
V,93511
N,93818
V,94047
N,94292
N,94517
N,94736
N,94965
N,95196
V,95405
N,95676
N,95913
N,96152
V,96354
N,96637
V,96819
N,97073
N,97290
N,97511
N,97734
N,97983
N,98234
N,98471
V,98661
V,98907
N,99123
N,99361
N,99592
N,99832
V,99998
N,100289
N,100529
N,100748
V,100949
N,101213
V,101386
N,101648
N,101859
N,102083
N,102352
N,102593
N,102825
N,103032
N,103238
N,103452
N,103658
N,103878
V,104095
N,104336
V,104533
N,104786
N,105015
N,105251
N,105466
N,105681
V,105863
N,106085
V,106262
N,106528
N,106771
N,107015
N,107236
N,107453
N,107656
N,107867
N,108094
N,108321
V,108533
N,108779
N,109014
N,109245
N,109457
N,109682
~,109752
V,109879
N,110122
N,110335
N,110542
V,110725
N,111000
V,111223
N,111479
N,111700
N,111902
N,112101
N,112306
N,112509
N,112736
+,112853
V,112970
N,113206
V,113404
N,113637
V,113834
N,114093
V,114287
+,114404
N,114521
N,114719
N,114932
V,115144
N,115376
N,115613
~,115732
N,115839
+,115939
V,116039
N,116262
~,116323
V,116436
N,116662
V,116861
N,117121
V,117313
+,117446
N,117579
N,117805
N,118017
V,118211
N,118444
V,118623
N,118881
N,119096
N,119325
N,119538
N,119785
V,120016
N,120253
V,120442
N,120673
N,120878
N,121097
V,121288
N,121547
V,121759
N,122042
~,122110
N,122268
N,122484
N,122696
N,122942
V,123128
N,123390
N,123612
N,123838
N,124077
N,124322
~,124430
V,124540
N,124787
V,124976
N,125222
N,125441
N,125684
N,125923
N,126168
N,126411
N,126641
+,126750
V,126860
N,127078
V,127277
N,127542
V,127733
N,128008
V,128203
+,128346
N,128489
N,128740
N,128982
N,129215
N,129418
~,129532
N,129636
N,129870
N,130087
~,130152
N,130339
N,130584
N,130842
V,131042
N,131284
V,131466
N,131754
N,131989
N,132235
N,132468
N,132704
N,132929
V,133096
N,133419
V,133618
N,133877
N,134111
N,134336
N,134598
N,134883
N,135131
N,135362
N,135583
N,135819
N,136034
N,136272
N,136520
N,136761
N,137014
N,137244
N,137479
N,137725
N,137949
N,138173
N,138393
N,138625
N,138868
~,138930
N,139123
N,139382
~,139595
N,139638
N,139878
N,140105
N,140332
N,140584
N,140802
N,141083
+,141162
V,141242
N,141570
V,141772
N,142044
V,142226
N,142533
V,142740
N,142968
V,143161
N,143635
V,143828
V,143988
N,144408
V,144592
+,144759
N,144926
N,145203
N,145484
N,145759
N,146010
N,146268
+,146354
V,146441
N,146757
V,146939
N,147215
V,147402
N,147711
V,147918
+,148068
N,148218
N,148475
N,148710
N,148928
N,149157
N,149407
N,149647
N,149900
N,150127
N,150372
N,150612
N,150849
N,151096
N,151344
N,151594
N,151845
N,152116
N,152399
N,152662
N,152921
N,153150
A,153339
N,153613
+,153719
V,153826
N,154260
V,154459
N,154799
V,155010
N,155313
V,155505
N,155822
V,155997
N,156316
V,156519
N,156838
V,157023
N,157322
V,157512
N,157777
V,157959
N,158293
V,158494
N,158812
V,158991
N,159270
V,159455
N,159753
V,159922
+,160086
N,160251
N,160514
A,160719
V,160919
N,161381
V,161560
N,161902
N,162159
N,162417
N,162690
N,162970
N,163235
N,163487
N,163720
+,163821
V,163922
N,164221
V,164411
N,164731
V,164916
N,165245
V,165435
N,165751
V,165936
+,166089
N,166243
N,166488
N,166729
N,167002
N,167285
N,167555
+,167650
V,167745
N,168030
V,168223
N,168499
V,168687
N,169008
V,169197
V,169386
N,169729
V,169910
+,170092
N,170275
N,170527
N,170755
N,171000
N,171266
N,171532
N,171814
N,172054
N,172342
+,172432
V,172523
N,172857
~,172987
V,173061
N,173434
V,173646
N,174029
V,174227
N,174598
V,174788
N,175150
V,175357
~,175625
N,175698
V,175916
+,176108
N,176300
N,176573
N,176799
N,177033
N,177272
N,177513
N,177774
N,178045
V,178259
N,178525
N,178762
V,178967
N,179258
N,179496
N,179740
+,179849
V,179958
N,180257
V,180449
N,180767
V,180969
N,181259
V,181429
N,181721
V,181927
N,182272
V,182480
+,182633
N,182786
N,183034
+,183121
V,183208
N,183507
V,183703
N,184004
V,184208
N,184523
V,184730
N,185050
V,185236
+,185368
N,185500
N,185739
N,185975
N,186212
N,186480
N,186770
A,186983
N,187277
+,187357
V,187438
N,187827
V,188018
N,188366
V,188553
+,188716
N,188879
N,189230
N,189521
N,189811
N,190080
N,190337
N,190620
N,190941
N,191236
N,191505
N,191772
N,192037
N,192299
N,192568
N,192852
N,193125
N,193381
N,193644
N,193920
N,194169
N,194418
N,194661
N,194918
N,195179
N,195468
N,195753
N,196001
N,196245
N,196485
N,196756
N,197026
N,197300
N,197544
N,197794
N,198044
N,198288
N,198537
N,198793
N,199039
N,199288
N,199566
N,199868
N,200130
N,200382
N,200624
N,200864
N,201097
N,201359
N,201651
N,201918
N,202181
N,202437
+,202543
V,202649
N,202959
V,203152
N,203461
V,203662
N,203980
V,204189
N,204516
V,204740
N,205010
V,205185
N,205477
V,205688
N,206014
V,206225
N,206513
V,206697
N,206977
V,207163
N,207457
V,207653
V,207887
~,208061
N,208194
V,208413
N,208730
V,208920
N,209212
V,209389
N,209652
V,209841
N,210162
V,210370
N,210703
V,210889
N,211174
V,211360
N,211666
V,211855
~,211925
N,212176
V,212400
N,212660
V,212870
N,213203
V,213389
~,213565
N,213716
V,213905
N,214195
V,214403
N,214780
V,215025
N,215324
V,215513
N,215806
V,215979
N,216300
V,216565
V,216810
N,217121
V,217288
V,217465
~,217800
N,217895
V,218093
+,218236
~,218313
N,218379
N,218629
F,218881
N,219157
+,219266
V,219376
~,219498
N,219683
V,219865
N,220135
V,220311
N,220638
V,220847
N,221176
V,221367
N,221665
V,221859
+,222004
~,222054
N,222150
N,222393
N,222637
N,222869
N,223129
N,223379
N,223651
~,223744
N,223910
N,224155
N,224379
N,224615
N,224850
~,224948
N,225104
N,225382
N,225660
A,225894
~,225962
N,226161
V,226356
N,226680
+,226766
V,226859
V,227018
V,227195
+,227379
N,227616
V,227842
N,228234
V,228427
~,228676
N,228744
N,228976
N,229207
N,229464
N,229739
N,230010
N,230244
N,230480
N,230718
+,230812
V,230906
N,231170
V,231363
N,231665
V,231889
N,232155
V,232377
+,232515
N,232654
N,232889
N,233122
V,233316
N,233553
V,233752
N,234032
V,234243
V,234431
N,234778
V,234980
N,235218
N,235448
N,235696
V,235911
N,236194
V,236384
N,236661
N,236892
N,237121
V,237321
N,237584
V,237777
N,238021
N,238255
N,238514
V,238731
V,238899
N,239231
N,239454
N,239670
V,239854
N,240119
V,240320
N,240611
N,240856
N,241077
V,241267
N,241537
N,241771
N,241981
V,242167
N,242435
N,242684
N,242918
V,243128
N,243400
V,243583
N,243850
N,244056
N,244277
V,244486
N,244778
V,244984
N,245261
N,245489
N,245719
V,245897
N,246132
V,246320
N,246605
N,246853
N,247080
V,247300
N,247585
V,247780
N,248043
N,248247
N,248453
V,248652
N,248903
V,249106
N,249413
N,249647
N,249871
N,250083
N,250305
N,250542
N,250764
~,250853
N,250978
N,251221
V,251426
N,251705
V,251885
N,252147
N,252387
N,252606
N,252829
N,253035
N,253265
N,253504
N,253787
N,254030
N,254250
N,254467
N,254686
A,254873
N,255127
+,255242
V,255358
N,255629
V,255834
N,256093
V,256297
+,256435
N,256574
N,256815
N,257051
+,257145
V,257239
N,257493
V,257684
N,257974
V,258204
+,258347
N,258490
N,258718
N,258943
V,259119
N,259387
V,259588
N,259907
N,260179
N,260413
A,260626
N,260878
V,261069
N,261345
V,261539
N,261830
N,262071
N,262323
N,262568
N,262842
V,263041
N,263300
V,263473
N,263762
N,264002
N,264262
N,264534
N,264777
N,265013
N,265237
N,265481
N,265730
N,265975
N,266206
N,266460
N,266720
+,266806
V,266893
N,267212
V,267417
N,267704
V,267910
+,268039
N,268168
A,268397
N,268704
+,268810
V,268917
N,269237
V,269418
N,269713
V,269887
N,270187
V,270391
+,270562
N,270733
~,270768
N,270995
N,271242
N,271505
N,271759
N,271977
N,272206
N,272438
N,272685
N,272924
N,273187
N,273456
N,273690
N,273923
N,274140
N,274379
N,274641
N,274903
N,275167
N,275422
N,275671
N,275900
N,276143
N,276394
N,276633
N,276877
A,277094
N,277386
N,277678
N,277925
N,278189
N,278425
N,278640
N,278891
N,279158
N,279431
N,279713
N,279970
N,280214
N,280472
+,280576
V,280680
N,280988
V,281196
N,281482
V,281717
+,281850
N,281984
N,282254
N,282508
N,282737
N,282958
A,283165
N,283433
+,283560
V,283687
N,283965
V,284159
N,284437
V,284620
N,284895
V,285084
N,285387
V,285574
+,285736
N,285898
N,286152
N,286414
+,286526
V,286638
N,286913
V,287095
N,287359
V,287541
N,287835
V,288045
+,288212
N,288379
N,288606
N,288867
V,289043
N,289316
V,289512
V,289669
N,290071
V,290260
N,290561
N,290801
N,291036
N,291270
N,291504
N,291724
N,291953
+,292063
V,292173
N,292441
V,292676
N,292959
V,293143
+,293270
N,293397
N,293621
N,293834
V,294034
N,294307
V,294523
N,294808
N,295033
N,295255
N,295491
N,295727
N,295949
N,296171
N,296395
N,296630
N,296873
N,297119
V,297339
N,297597
V,297790
N,298023
N,298232
N,298464
V,298701
V,298979
N,299227
N,299442
N,299656
N,299873
N,300087
N,300306
N,300542
N,300756
N,300986
N,301209
V,301415
N,301691
N,301912
N,302135
V,302312
N,302537
N,302753
N,302965
V,303186
N,303440
N,303666
N,303882
V,304069
N,304278
N,304495
N,304725
V,304924
N,305161
N,305376
N,305593
V,305806
N,306018
N,306230
N,306449
N,306650
N,306855
N,307051
N,307262
N,307497
N,307741
N,307960
N,308179
N,308374
N,308564
N,308765
N,308956
N,309168
N,309396
N,309625
N,309855
N,310066
N,310270
N,310488
N,310715
N,310919
N,311132
N,311324
N,311532
N,311760
N,311974
N,312207
N,312436
N,312646
N,312852
N,313046
N,313240
N,313455
N,313693
N,313921
N,314163
N,314371
N,314580
N,314802
N,314995
N,315209
N,315425
V,315628
N,315856
N,316074
N,316297
N,316538
N,316778
N,316991
N,317208
N,317405
N,317601
N,317818
N,318031
N,318270
N,318523
N,318757
N,318982
N,319182
N,319386
N,319608
N,319830
N,320052
N,320279
N,320502
N,320718
N,320940
N,321164
N,321379
N,321602
N,321806
N,322018
N,322217
N,322447
~,322512
V,322680
N,322956
N,323178
N,323392
N,323603
N,323812
V,323987
N,324232
N,324467
N,324702
N,324933
N,325154
N,325380
N,325612
N,325840
N,326054
N,326263
N,326473
N,326690
N,326913
N,327155
N,327388
N,327633
N,327845
N,328063
N,328264
N,328485
N,328734
N,328944
N,329208
V,329400
N,329660
N,329887
N,330100
N,330322
N,330561
V,330754
N,331021
N,331248
N,331501
V,331726
N,332001
N,332210
N,332422
V,332601
N,332871
N,333092
N,333336
N,333600
N,333836
N,334045
N,334267
V,334457
N,334735
N,334957
N,335194
N,335424
N,335670
~,335767
N,335921
N,336145
N,336390
N,336627
N,336835
N,337073
+,337168
V,337263
N,337529
V,337753
N,338071
V,338281
+,338417
N,338553
N,338777
N,339008
N,339228
N,339471
N,339738
N,339989
N,340242
+,340338
V,340435
V,340610
V,340959
V,341142
+,341352
N,341426
N,341648
N,341877
N,342122
V,342308
N,342621
V,342834
~,342982
N,343082
N,343295
N,343512
N,343761
N,344018
N,344273
N,344521
N,344745
N,344995
+,345092
V,345189
N,345451
V,345642
N,345927
V,346118
N,346403
V,346609
N,346933
V,347121
+,347264
N,347407
A,347591
N,347846
+,347942
~,347954
V,348038
N,348329
V,348534
N,348841
V,349032
N,349318
V,349495
N,349771
V,349970
+,350112
N,350255
A,350459
N,350724
+,350828
V,350933
N,351206
V,351406
N,351691
~,351817
V,351884
N,352155
V,352331
V,352624
+,352765
N,352906
N,353180
~,353351
N,353441
N,353659
N,353883
N,354110
+,354197
V,354285
N,354583
V,354801
N,355092
V,355295
N,355601
V,355800
+,355958
N,356116
N,356366
+,356458
V,356550
N,356827
V,357052
N,357364
V,357572
N,357946
V,358124
N,358419
V,358600
+,358754
N,358909
N,359185
N,359466
N,359713
N,359947
N,360163
N,360399
V,360605
N,360887
V,361074
V,361226
N,361610
+,361716
V,361822
~,362046
N,362142
V,362339
N,362594
V,362761
N,363043
V,363232
N,363530
V,363738
N,364070
V,364258
N,364527
V,364704
N,365003
V,365204
N,365501
V,365686
N,365987
V,366195
N,366477
V,366666
N,366962
V,367142
N,367404
V,367578
N,367906
V,368134
N,368450
V,368639
N,368919
V,369103
N,369367
V,369557
N,369876
V,370081
N,370401
V,370586
N,370896
V,371102
N,371400
V,371587
N,371883
V,372074
N,372404
V,372612
N,372928
V,373132
V,373273
N,373706
V,373898
N,374353
V,374584
+,374750
N,374916
N,375168
N,375412
N,375662
A,375883
N,376160
N,376430
N,376680
N,376952
N,377244
N,377494
N,377742
N,377980
N,378234
N,378493
N,378788
N,379038
N,379322
N,379702
+,379800
V,379898
N,380295
V,380487
N,380915
V,381119
N,381525
V,381717
N,382088
V,382304
N,382620
V,382803
N,383168
V,383451
N,383761
V,383952
N,384244
V,384439
N,384748
V,384946
N,385313
+,385419
V,385515
V,385684
F,385887
+,386019
N,386082
V,386288
N,386608
V,386805
N,387113
V,387307
N,387636
V,387844
N,388175
V,388365
N,388660
V,388834
N,389161
V,389384
N,389741
V,389941
N,390259
V,390455
N,390762
V,390947
N,391285
V,391483
N,391829
V,392027
N,392398
V,392599
N,392924
V,393102
N,393433
V,393656
N,393996
V,394234
N,394571
V,394763
V,394913
N,395352
V,395557
N,395930
+,396038
V,396126
V,396325
V,396468
V,396585
+,396825
N,396904
V,397091
N,397521
V,397718
N,398082
V,398314
V,398647
N,399037
V,399221
N,399576
V,399754
N,400143
V,400371
N,400771
V,400987
N,401310
V,401553
N,401839
V,402030
N,402348
V,402556
V,402724
N,403149
V,403357
N,403659
V,403844
N,404125
V,404331
N,404685
V,404899
+,405057
N,405215
N,405460
+,405554
V,405648
N,405929
V,406130
N,406428
V,406620
N,406896
V,407075
N,407450
V,407653
N,407973
+,408085
V,408148
V,408325
V,408537
+,408863
N,408951
V,409157
N,409507
V,409703
N,409996
V,410177
N,410500
V,410689
N,411030
V,411227
~,411391
N,411548
V,411739
N,412042
V,412237
N,412539
V,412726
N,413027
~,413149
V,413236
N,413609
V,413807
V,413979
N,414362
V,414539
+,414691
N,414843
N,415105
N,415384
N,415655
N,415894
N,416153
N,416412
N,416680
V,416868
N,417132
V,417346
V,417497
N,417973
+,418075
V,418178
N,418568
V,418782
N,419057
V,419280
+,419444
N,419608
N,419895
+,420004
V,420113
N,420416
V,420614
N,420898
V,421085
N,421391
V,421602
N,421932
V,422128
N,422462
V,422677
V,422877
N,423246
V,423427
N,423744
V,423946
N,424280
V,424496
N,424825
V,425022
N,425300
V,425487
N,425829
V,426037
V,426214
N,426624
V,426822
N,427124
V,427328
N,427632
V,427809
N,428095
V,428291
N,428620
V,428850
N,429169
V,429359
N,429610
V,429791
N,430116
V,430325
N,430684
V,430881
N,431196
V,431386
V,431555
N,431943
V,432138
N,432419
V,432619
N,432913
V,433113
N,433450
V,433656
N,433950
V,434142
N,434426
V,434634
N,434991
V,435219
N,435524
V,435713
N,436004
V,436189
N,436480
V,436696
N,436996
V,437194
N,437497
V,437710
N,438002
V,438200
N,438462
V,438649
N,438938
V,439135
N,439456
V,439679
N,439985
V,440179
N,440450
V,440643
N,440942
V,441146
N,441477
V,441678
N,442006
V,442199
N,442471
V,442675
N,442991
V,443183
N,443465
V,443684
N,444039
V,444241
N,444525
V,444715
N,444987
V,445164
~,445417
N,445473
V,445692
N,446006
V,446215
N,446498
V,446688
N,446985
V,447177
N,447475
V,447669
N,447968
V,448165
N,448464
V,448666
N,448953
V,449142
N,449400
V,449589
N,449918
V,450140
N,450456
V,450639
N,450899
V,451104
N,451389
V,451577
N,451885
V,452076
N,452383
V,452578
N,452891
V,453097
N,453379
V,453545
N,453826
V,454032
N,454300
V,454510
N,454877
V,455064
N,455366
V,455547
N,455867
V,456072
N,456405
V,456605
~,456817
N,456925
V,457129
N,457424
V,457616
N,457935
V,458125
N,458406
V,458605
N,458994
V,459210
N,459548
V,459722
N,459990
V,460188
V,460342
N,460793
V,461003
+,461180
N,461357
N,461623
N,461878
N,462148
N,462392
V,462593
N,462881
V,463090
N,463396
V,463603
V,463797
N,464136
+,464229
V,464323
N,464588
V,464784
N,465100
V,465312
N,465628
V,465816
N,466080
V,466278
N,466532
V,466727
N,467029
V,467229
N,467528
V,467724
N,468020
V,468230
N,468516
V,468708
N,468970
V,469162
N,469452
V,469678
N,470008
V,470201
N,470485
V,470660
N,470924
V,471133
N,471456
V,471678
N,471974
V,472164
N,472454
V,472649
N,472930
V,473125
N,473411
V,473604
N,473906
V,474128
N,474420
V,474625
N,474934
V,475110
+,475272
N,475434
N,475707
N,475987
N,476276
N,476540
A,476741
N,477005
+,477125
V,477245
N,477549
V,477757
N,478068
V,478273
N,478555
V,478764
N,479117
V,479305
N,479612
V,479803
V,479987
N,480410
V,480641
N,480985
V,481204
N,481475
V,481655
N,481975
V,482191
N,482484
V,482699
N,483086
V,483288
N,483631
V,483830
N,484111
V,484300
N,484605
V,484823
N,485147
V,485347
N,485627
V,485800
N,486098
V,486302
~,486532
N,486628
V,486844
N,487122
V,487316
N,487629
V,487817
+,487968
N,488120
~,488283
N,488363
A,488580
N,488844
N,489100
N,489379
N,489639
N,489891
+,489984
V,490078
N,490335
V,490551
N,490842
V,491051
N,491363
V,491562
N,491875
V,492060
N,492381
V,492579
N,492872
V,493060
N,493363
V,493573
N,493848
V,494046
N,494346
V,494528
N,494777
V,494964
N,495285
V,495505
N,495813
V,496007
N,496274
V,496456
N,496723
V,496926
N,497219
V,497424
N,497738
V,497940
V,498086
N,498473
V,498660
N,498950
V,499131
N,499399
V,499604
N,499920
V,500137
N,500445
V,500629
N,500903
V,501086
N,501343
V,501570
N,501931
V,502143
N,502433
V,502634
N,502890
V,503086
N,503383
V,503575
N,503880
V,504073
N,504374
V,504603
N,504901
V,505096
N,505334
V,505520
N,505824
V,506025
N,506351
V,506580
N,506855
V,507040
N,507306
V,507505
V,507685
N,508040
V,508239
N,508535
V,508749
N,509009
V,509199
V,509493
+,509605
N,509717
N,509948
N,510163
N,510407
N,510686
N,510948
N,511200
N,511414
N,511629
N,511858
N,512050
+,512135
V,512220
N,512573
V,512771
N,513066
V,513253
N,513524
V,513735
N,514022
V,514214
N,514481
V,514676
N,514969
V,515172
N,515473
V,515682
N,515935
V,516110
N,516368
V,516578
N,516894
V,517103
N,517404
V,517610
N,517887
V,518060
N,518342
V,518547
N,518839
V,519047
N,519341
V,519555
N,519868
V,520063
N,520347
V,520527
N,520786
V,520988
N,521299
V,521515
N,521848
V,522036
N,522311
V,522494
N,522792
V,522995
N,523310
V,523515
N,523816
V,524020
N,524289
V,524487
N,524795
V,524976
N,525264
V,525455
N,525766
V,525996
N,526298
V,526487
N,526740
V,526924
N,527194
V,527396
N,527694
V,527918
N,528215
V,528398
N,528677
V,528887
N,529157
V,529353
N,529618
V,529824
N,530110
V,530298
N,530595
V,530806
N,531067
V,531250
N,531497
V,531693
N,532004
V,532212
N,532524
V,532710
V,532905
+,533050
N,533195
N,533426
V,533623
N,533912
N,534156
N,534389
N,534625
N,534894
N,535149
N,535385
N,535600
N,535831
N,536076
N,536316
N,536584
N,536857
A,537060
N,537318
V,537499
N,537809
+,537912
V,538010
V,538197
V,538432
+,538708
N,538840
V,539024
N,539326
N,539554
N,539817
+,539915
V,540013
N,540292
V,540472
N,540779
V,541004
N,541325
V,541523
N,541797
V,541977
N,542264
V,542442
+,542605
N,542769
N,543069
N,543337
N,543585
A,543795
N,544063
N,544337
N,544601
N,544843
N,545105
+,545224
V,545344
N,545654
V,545854
N,546235
V,546421
+,546577
N,546734
N,547019
N,547316
N,547593
N,547845
N,548093
A,548298
A,548531
N,548877
V,549126
V,549292
N,549742
V,549925
N,550323
N,550591
V,550751
N,551103
V,551298
N,551664
N,551953
V,552174
N,552471
V,552654
N,552931
V,553135
V,553328
N,553733
+,553830
V,553927
N,554238
V,554445
N,554709
V,554898
N,555244
V,555427
N,555739
V,555949
N,556309
V,556522
N,556843
V,557014
N,557303
V,557505
N,557855
V,558065
+,558246
N,558428
N,558673
+,558759
V,558845
N,559178
V,559391
N,559696
V,559903
+,560064
N,560225
N,560495
+,560597
V,560700
N,561075
V,561279
N,561636
V,561819
+,562001
N,562184
N,562526
N,562835
N,563115
N,563376
N,563646
N,563902
N,564174
N,564476
N,564765
N,565028
N,565290
A,565517
N,565874
+,565973
V,566073
N,566428
V,566636
N,567028
V,567264
N,567602
V,567819
V,567948
N,568394
V,568631
V,568957
+,569104
N,569251
N,569505
N,569758
N,569992
N,570239
N,570499
N,570754
+,570860
V,570967
N,571238
V,571449
N,571788
V,571979
+,572119
N,572260
N,572482
N,572744
+,572845
V,572946
N,573266
V,573488
N,573867
V,574040
N,574382
V,574581
+,574762
N,574943
N,575224
N,575497
N,575785
N,576035
N,576289
N,576548
N,576783
N,577016
A,577228
N,577535
+,577659
V,577784
N,578211
V,578387
N,578739
V,578917
N,579264
V,579521
+,579678
N,579835
N,580104
N,580356
N,580627
N,580854
N,581132
N,581405
N,581679
N,581957
N,582245
N,582531
A,582734
N,583082
V,583259
N,583664
V,583882
N,584303
N,584583
V,584766
N,585105
V,585325
N,585677
N,585968
N,586252
N,586525
V,586765
V,586959
N,587348
+,587431
V,587515
N,587837
V,588036
N,588384
V,588607
+,588761
N,588916
N,589183
N,589410
N,589659
N,589901
N,590185
N,590457
N,590722
A,590946
N,591296
+,591397
V,591498
N,591857
V,592038
N,592396
V,592600
+,592802
N,593004
N,593289
N,593542
N,593762
N,594013
N,594247
N,594510
N,594797
N,595040
N,595324
N,595554
N,595796
N,596061
N,596307
A,596532
N,596881
+,596989
V,597097
N,597479
V,597678
N,598039
V,598256
+,598407
N,598558
N,598863
N,599192
N,599491
+,599602
V,599714
N,599992
V,600193
N,600452
V,600653
N,601063
V,601266
+,601466
N,601667
N,601954
N,602239
A,602450
N,602726
V,602931
N,603345
V,603544
N,603938
N,604224
V,604400
V,604575
N,604960
V,605186
N,605559
N,605873
N,606138
N,606362
N,606654
V,606860
N,607288
V,607486
N,607873
N,608176
N,608472
N,608731
N,608969
A,609168
N,609510
V,609708
N,610114
V,610321
N,610684
N,610943
N,611223
N,611507
N,611799
N,612078
N,612363
N,612636
N,612903
N,613161
N,613403
N,613650
N,613889
N,614114
N,614421
V,614650
N,615031
V,615212
N,615545
N,615798
V,616036
N,616351
N,616631
V,616815
N,617127
V,617361
N,617646
N,617906
V,618102
V,618253
N,618631
V,618850
N,619181
N,619438
N,619674
N,619886
N,620138
N,620421
N,620693
N,620981
A,621196
N,621474
N,621730
N,621993
N,622258
N,622522
N,622748
N,623102
V,623314
N,623708
V,623900
N,624236
N,624501
N,624776
N,625017
N,625359
+,625468
V,625578
N,625940
V,626111
N,626472
V,626685
+,626875
N,627066
N,627352
N,627626
A,627857
N,628158
+,628264
V,628371
N,628678
V,628879
N,629170
V,629380
N,629775
V,629977
N,630287
V,630469
N,630762
V,630945
+,631107
N,631269
N,631558
N,631804
N,632069
N,632305
N,632555
N,632816
N,633052
N,633314
N,633585
N,633871
N,634140
A,634370
N,634733
V,634923
N,635279
N,635584
N,635907
N,636211
N,636479
+,636590
V,636702
N,636995
V,637191
N,637549
V,637753
N,638125
V,638346
+,638511
N,638677
N,638952
N,639202
N,639434
N,639679
N,639921
N,640213
+,640337
V,640461
N,640806
V,640995
N,641291
V,641474
N,641835
V,642077
+,642249
N,642421
N,642690
~,642809
N,642945
N,643198
N,643456
N,643711
N,643959
N,644208
N,644466
N,644744
N,645027
~,645116
N,645277
N,645522
N,645743
N,645988
V,646206
N,646510
N,646799
N,647074
V,647299
N,647545
V,647726
N,648089
N,648356
N,648629
N,648899
N,649161
~,649242
N,649408
N,649664
N,649927
